application_id,customer_id,product_id,agent_id,application_date,requested_face_amount,payment_frequency_requested,underwriting_path,application_status,risk_class,decision_reason,days_to_decision,placement_flag,quoted_annual_premium,replacement_indicator
APP0012888,CUST0005818,PRD_UL,AGT00169,2024-09-16,300000,Monthly,Full Underwriting,Issued,Standard,Approved as applied,23,Y,5607.21,N
APP0012889,CUST0012129,PRD_TERM20,AGT00032,2024-06-09,850000,Monthly,Accelerated,Postponed,Preferred,Recent medical event,4,N,1150.99,N
APP0012890,CUST0008758,PRD_UL,AGT00351,2023-09-04,125000,Monthly,Full Underwriting,Issued,Preferred Plus,Approved as applied,18,Y,835.80,N
APP0012891,CUST0001639,PRD_TERM20,AGT00417,2023-06-27,150000,Monthly,Full Underwriting,Issued,Preferred Plus,Approved as applied,37,Y,164.76,N
APP0012892,CUST0009977,PRD_TERM20,AGT01110,2024-04-29,100000,Monthly,Full Underwriting,Issued,Standard,Approved as applied,40,Y,276.87,Y
APP0012893,CUST0007649,PRD_IUL,AGT00722,2024-06-15,100000,Monthly,Accelerated,Issued,Preferred Plus,Approved as applied,7,Y,1025.63,N
APP0012894,CUST0001919,PRD_TERM30,AGT00399,2024-10-08,200000,Quarterly,Simplified,Issued,Preferred,Approved as applied,38,Y,359.35,N
APP0012895,CUST0006103,PRD_IUL,AGT01043,2023-06-22,150000,Monthly,Simplified,Declined,Decline,Avocation/travel,23,N,0.00,N
APP0012896,CUST0004299,PRD_TERM30,AGT00263,2025-09-02,2300000,Quarterly,Full Underwriting,Issued,Preferred Plus,Approved as applied,14,Y,4231.79,N
APP0012897,CUST0006537,PRD_IUL,AGT00834,2025-01-18,100000,Annual,Full Underwriting,Issued,Preferred,Approved as applied,20,Y,1009.43,N
APP0012898,CUST0005329,PRD_TERM30,AGT00931,2024-02-06,825000,Monthly,Accelerated,Issued,Preferred,Approved as applied,6,Y,1076.41,N
APP0012899,CUST0000385,PRD_TERM30,AGT00424,2025-02-25,100000,Monthly,Full Underwriting,Issued,Standard,Approved as applied,42,Y,244.76,N
APP0012900,CUST0010393,PRD_TERM20,AGT00864,2025-02-09,550000,Monthly,Full Underwriting,Issued,Preferred,Approved as applied,36,Y,761.70,N
APP0012901,CUST0009000,PRD_FE,AGT00056,2024-10-09,20000,Monthly,Full Underwriting,Issued,Standard,Approved as applied,17,Y,715.90,N
APP0012902,CUST0001623,PRD_FE,AGT00045,2023-09-02,40000,Monthly,Simplified,Incomplete,Table 4,Missing requirements,11,N,4047.82,N
APP0012903,CUST0000776,PRD_TERM10,AGT00560,2024-02-20,650000,Monthly,Full Underwriting,Withdrawn,Standard,Price objection,21,N,1419.67,N
APP0012904,CUST0008600,PRD_TERM30,AGT00747,2025-06-13,400000,Semiannual,Accelerated,Issued,Standard,Approved as applied,7,Y,857.17,N
APP0012905,CUST0007170,PRD_TERM30,AGT00993,2024-02-19,400000,Monthly,Full Underwriting,Issued,Standard Smoker,Approved as applied,17,Y,2190.54,N
APP0012906,CUST0005716,PRD_TERM20,AGT00909,2023-01-28,425000,Monthly,Full Underwriting,Issued,Standard,Approved as applied,26,Y,805.57,N
APP0012907,CUST0007773,PRD_FE,AGT01021,2023-10-26,25000,Annual,Accelerated,Issued,Preferred,Approved as applied,7,Y,1137.06,Y
APP0012908,CUST0009051,PRD_TERM20,AGT01031,2023-05-24,650000,Semiannual,Simplified,Issued,Preferred Plus,Approved as applied,30,Y,905.72,N
APP0012909,CUST0012535,PRD_UL,AGT00885,2025-10-03,275000,Annual,Full Underwriting,Issued,Standard,Approved as applied,40,Y,2324.96,N
APP0012910,CUST0012309,PRD_TERM30,AGT01139,2023-12-06,175000,Monthly,Full Underwriting,Issued,Standard,Approved as applied,24,Y,515.39,Y
APP0012911,CUST0003252,PRD_TERM30,AGT00592,2023-05-11,150000,Monthly,Full Underwriting,Declined,Decline,Medical history,28,N,0.00,N
APP0012912,CUST0001128,PRD_WL100,AGT00490,2023-05-21,175000,Quarterly,Full Underwriting,Postponed,Standard,Pending physician statement,20,N,2728.56,N
APP0012913,CUST0011279,PRD_TERM10,AGT00513,2023-05-10,50000,Monthly,Simplified,Issued,Preferred Plus,Approved as applied,22,Y,90.00,N
APP0012914,CUST0011658,PRD_TERM20,AGT00903,2023-12-29,300000,Monthly,Full Underwriting,Issued,Table 2,Approved with table rating,28,Y,1371.42,N
APP0012915,CUST0011241,PRD_TERM10,AGT00386,2025-07-29,125000,Monthly,Full Underwriting,Issued,Standard,Approved as applied,29,Y,172.60,N
APP0012916,CUST0001194,PRD_WL100,AGT00674,2025-03-29,850000,Semiannual,Full Underwriting,Issued,Preferred,Approved as applied,14,Y,11560.48,N
APP0012917,CUST0008622,PRD_TERM20,AGT00653,2023-11-24,300000,Monthly,Accelerated,Issued,Preferred Plus,Approved as applied,5,Y,648.49,N
APP0012918,CUST0007852,PRD_TERM20,AGT00782,2025-08-13,200000,Monthly,Simplified,Issued,Standard,Approved as applied,36,Y,385.22,N
APP0012919,CUST0003919,PRD_TERM30,AGT01029,2024-04-06,1150000,Quarterly,Accelerated,Issued,Preferred Plus,Approved as applied,8,Y,2198.82,N
APP0012920,CUST0012220,PRD_WL100,AGT01091,2025-03-13,850000,Monthly,Accelerated,Issued,Preferred,Approved as applied,4,Y,6653.33,N
APP0012921,CUST0005253,PRD_TERM20,AGT00492,2025-05-07,1100000,Semiannual,Full Underwriting,Issued,Preferred,Approved as applied,33,Y,1830.60,N
APP0012922,CUST0005299,PRD_TERM20,AGT00322,2025-05-07,925000,Monthly,Full Underwriting,Issued,Preferred,Approved as applied,14,Y,1972.67,N
APP0012923,CUST0012058,PRD_WL100,AGT00353,2025-10-26,300000,Monthly,Full Underwriting,Declined,Decline,Medical history,13,N,0.00,N
APP0012924,CUST0000351,PRD_WL100,AGT00538,2023-07-09,75000,Monthly,Full Underwriting,Declined,Decline,Avocation/travel,15,N,0.00,N
APP0012925,CUST0007096,PRD_TERM20,AGT00940,2024-10-28,275000,Monthly,Accelerated,Issued,Standard,Approved as applied,2,Y,611.20,N
APP0012926,CUST0009418,PRD_WL100,AGT00003,2023-02-17,650000,Annual,Accelerated,Issued,Standard,Approved as applied,5,Y,7182.40,N
APP0012927,CUST0008856,PRD_WL100,AGT00330,2025-01-23,850000,Monthly,Full Underwriting,Declined,Decline,Build/BMI,26,N,0.00,N
APP0012928,CUST0001549,PRD_IUL,AGT00103,2023-03-12,100000,Monthly,Accelerated,Issued,Standard,Approved as applied,3,Y,1165.88,N
APP0012929,CUST0007186,PRD_TERM20,AGT00456,2025-07-19,1100000,Annual,Full Underwriting,Withdrawn,Preferred,Incomplete forms,14,N,1042.70,N
APP0012930,CUST0009514,PRD_TERM30,AGT00548,2024-11-04,150000,Monthly,Accelerated,Issued,Preferred,Approved as applied,3,Y,373.91,N
APP0012931,CUST0011485,PRD_UL,AGT00131,2025-03-03,100000,Monthly,Full Underwriting,Postponed,Table 4,Financial documentation,14,N,1263.70,N
APP0012932,CUST0007203,PRD_TERM20,AGT00518,2024-07-29,100000,Monthly,Simplified,Declined,Decline,Avocation/travel,29,N,0.00,N
APP0012933,CUST0005253,PRD_TERM20,AGT00645,2024-09-22,1450000,Monthly,Full Underwriting,Issued,Preferred,Approved as applied,10,Y,2397.79,N
APP0012934,CUST0012145,PRD_WL100,AGT01037,2025-05-06,150000,Monthly,Accelerated,Issued,Preferred Plus,Approved as applied,8,Y,1266.80,N
APP0012935,CUST0004249,PRD_TERM20,AGT01140,2024-09-25,100000,Monthly,Simplified,Issued,Standard,Approved as applied,8,Y,289.96,N
APP0012936,CUST0009724,PRD_IUL,AGT00735,2025-06-10,350000,Monthly,Full Underwriting,Issued,Table 2,Approved with table rating,11,Y,3450.25,N
APP0012937,CUST0004411,PRD_FE,AGT00524,2023-08-20,15000,Quarterly,Accelerated,Issued,Standard,Approved as applied,4,Y,897.15,N
APP0012938,CUST0000042,PRD_TERM20,AGT00229,2024-05-02,1150000,Annual,Full Underwriting,Issued,Preferred,Approved as applied,21,Y,2375.28,N
APP0012939,CUST0012362,PRD_TERM20,AGT00985,2025-04-05,350000,Monthly,Accelerated,Issued,Preferred Plus,Approved as applied,4,Y,564.10,N
APP0012940,CUST0006896,PRD_TERM30,AGT00660,2024-04-18,125000,Monthly,Simplified,Issued,Preferred,Approved as applied,16,Y,232.09,N
APP0012941,CUST0006903,PRD_TERM20,AGT01126,2023-01-17,1050000,Monthly,Simplified,Issued,Preferred,Approved as applied,26,Y,921.57,N
APP0012942,CUST0011858,PRD_WL100,AGT00503,2023-06-05,275000,Quarterly,Full Underwriting,Declined,Decline,Financial underwriting,22,N,0.00,N
APP0012943,CUST0008888,PRD_WL100,AGT00826,2024-10-23,75000,Quarterly,Full Underwriting,Issued,Preferred,Approved as applied,23,Y,584.22,N
APP0012944,CUST0008509,PRD_TERM30,AGT00263,2025-05-09,175000,Semiannual,Accelerated,Issued,Standard,Approved as applied,2,Y,281.38,N
APP0012945,CUST0003033,PRD_TERM20,AGT00313,2023-02-14,350000,Monthly,Full Underwriting,Declined,Decline,Prescription history,10,N,0.00,N
APP0012946,CUST0011833,PRD_IUL,AGT00252,2023-05-28,150000,Quarterly,Full Underwriting,Issued,Standard Smoker,Approved as applied,29,Y,6244.44,N
APP0012947,CUST0004199,PRD_UL,AGT00682,2025-10-16,575000,Monthly,Simplified,Issued,Table 2,Approved with table rating,25,Y,10302.98,N
APP0012948,CUST0008115,PRD_TERM30,AGT00961,2025-07-31,200000,Monthly,Simplified,Issued,Table 2,Approved with table rating,14,Y,785.72,N
APP0012949,CUST0002368,PRD_TERM20,AGT00926,2025-02-20,575000,Monthly,Full Underwriting,Issued,Table 4,Approved with table rating,16,Y,3146.58,N
APP0012950,CUST0006850,PRD_UL,AGT00274,2023-06-13,225000,Semiannual,Simplified,Issued,Preferred,Approved as applied,37,Y,3734.69,N
APP0012951,CUST0002911,PRD_TERM10,AGT00653,2024-05-30,275000,Monthly,Full Underwriting,Postponed,Table 2,Recent medical event,18,N,895.31,N
APP0012952,CUST0000657,PRD_TERM20,AGT00996,2024-04-08,1100000,Monthly,Full Underwriting,Postponed,Preferred,Pending physician statement,24,N,1643.06,N
APP0012953,CUST0005553,PRD_WL100,AGT00458,2024-11-23,75000,Monthly,Full Underwriting,Withdrawn,Standard,Price objection,4,N,1482.76,N
APP0012954,CUST0003523,PRD_TERM20,AGT00960,2023-01-17,275000,Monthly,Accelerated,Issued,Preferred Plus,Approved as applied,3,Y,346.74,N
APP0012955,CUST0000134,PRD_WL100,AGT00454,2023-08-07,50000,Annual,Full Underwriting,Declined,Decline,Medical history,11,N,0.00,N
APP0012956,CUST0004529,PRD_FE,AGT00420,2023-05-23,15000,Monthly,Full Underwriting,Postponed,Preferred,Pending physician statement,17,N,444.33,N
APP0012957,CUST0009025,PRD_UL,AGT00588,2025-05-15,275000,Semiannual,Accelerated,Issued,Standard Smoker,Approved as applied,2,Y,6421.11,N
APP0012958,CUST0007815,PRD_TERM20,AGT00535,2025-07-20,200000,Monthly,Full Underwriting,Issued,Preferred Plus,Approved as applied,12,Y,396.42,N
APP0012959,CUST0006358,PRD_TERM20,AGT00504,2025-07-16,1700000,Annual,Accelerated,Issued,Standard,Approved as applied,2,Y,2836.00,N
APP0012960,CUST0002315,PRD_UL,AGT00598,2023-12-05,100000,Quarterly,Full Underwriting,Issued,Preferred Plus,Approved as applied,22,Y,581.46,N
APP0012961,CUST0000742,PRD_TERM10,AGT00647,2023-03-21,400000,Monthly,Full Underwriting,Issued,Table 2,Approved with table rating,34,Y,698.58,N
APP0012962,CUST0008372,PRD_TERM20,AGT01132,2024-07-04,150000,Monthly,Full Underwriting,Issued,Standard,Approved as applied,39,Y,355.20,N
APP0012963,CUST0011268,PRD_TERM30,AGT01030,2023-05-09,850000,Monthly,Full Underwriting,Declined,Decline,Financial underwriting,42,N,0.00,N
APP0012964,CUST0007202,PRD_FE,AGT00350,2025-10-14,25000,Monthly,Full Underwriting,Issued,Preferred Plus,Approved as applied,37,Y,738.67,N
APP0012965,CUST0010324,PRD_TERM30,AGT00458,2025-07-11,175000,Monthly,Accelerated,Issued,Preferred Plus,Approved as applied,5,Y,434.64,N
APP0012966,CUST0008079,PRD_UL,AGT00303,2023-05-19,1150000,Monthly,Full Underwriting,Declined,Decline,Medical history,10,N,0.00,N
APP0012967,CUST0004298,PRD_TERM20,AGT00656,2023-02-02,425000,Annual,Full Underwriting,Declined,Decline,Medical history,10,N,0.00,Y
APP0012968,CUST0007724,PRD_TERM30,AGT00465,2025-03-18,575000,Annual,Accelerated,Issued,Preferred Plus,Approved as applied,3,Y,983.95,N
APP0012969,CUST0009618,PRD_IUL,AGT00002,2023-08-24,150000,Monthly,Simplified,Issued,Standard,Approved as applied,9,Y,2454.12,N
APP0012970,CUST0002983,PRD_FE,AGT01036,2023-10-04,50000,Monthly,Accelerated,Issued,Preferred,Approved as applied,8,Y,1297.77,N
APP0012971,CUST0007394,PRD_TERM10,AGT00993,2023-08-31,650000,Monthly,Full Underwriting,Withdrawn,Standard,Price objection,15,N,525.34,N
APP0012972,CUST0006769,PRD_WL100,AGT00409,2025-06-20,1000000,Monthly,Full Underwriting,Issued,Preferred,Approved as applied,26,Y,13221.69,N
APP0012973,CUST0007031,PRD_TERM20,AGT00869,2025-01-01,100000,Quarterly,Full Underwriting,Issued,Standard,Approved as applied,16,Y,179.31,N
APP0012974,CUST0004840,PRD_TERM30,AGT00213,2025-05-09,100000,Monthly,Full Underwriting,Issued,Preferred Plus,Approved as applied,40,Y,281.57,N
APP0012975,CUST0010723,PRD_TERM20,AGT00112,2023-06-11,425000,Annual,Full Underwriting,Issued,Preferred,Approved as applied,38,Y,756.13,N
APP0012976,CUST0002840,PRD_TERM10,AGT01041,2023-08-08,650000,Monthly,Simplified,Issued,Standard,Approved as applied,14,Y,1003.92,N
APP0012977,CUST0004205,PRD_FE,AGT00138,2025-08-19,15000,Monthly,Full Underwriting,Issued,Standard,Approved as applied,33,Y,873.88,N
APP0012978,CUST0008985,PRD_TERM10,AGT01131,2023-11-27,300000,Annual,Accelerated,Issued,Standard,Approved as applied,5,Y,287.47,N
APP0012979,CUST0007355,PRD_UL,AGT00135,2024-06-05,425000,Annual,Simplified,Declined,Decline,Prescription history,25,N,0.00,N
APP0012980,CUST0005454,PRD_TERM10,AGT00955,2023-08-31,275000,Semiannual,Full Underwriting,Issued,Standard,Approved as applied,32,Y,696.55,N
APP0012981,CUST0002561,PRD_TERM10,AGT00394,2023-12-09,1150000,Quarterly,Full Underwriting,Withdrawn,Preferred Plus,Price objection,15,N,828.76,N
APP0012982,CUST0004361,PRD_TERM20,AGT00475,2023-12-04,425000,Monthly,Accelerated,Declined,Decline,Build/BMI,2,N,0.00,N
APP0012983,CUST0007636,PRD_TERM20,AGT00786,2024-06-01,850000,Monthly,Accelerated,Issued,Preferred,Approved as applied,7,Y,1464.19,N
APP0012984,CUST0006757,PRD_TERM30,AGT00934,2025-03-01,1275000,Monthly,Accelerated,Issued,Preferred Plus,Approved as applied,7,Y,3196.13,Y
APP0012985,CUST0009347,PRD_TERM30,AGT00736,2024-11-19,150000,Monthly,Full Underwriting,Issued,Preferred,Approved as applied,34,Y,201.94,N
APP0012986,CUST0005414,PRD_TERM30,AGT00791,2024-08-07,1150000,Monthly,Full Underwriting,Issued,Standard,Approved as applied,27,Y,3883.70,Y
APP0012987,CUST0004167,PRD_IUL,AGT00881,2023-06-15,300000,Monthly,Full Underwriting,Incomplete,Table 2,Missing requirements,20,N,5224.29,N
APP0012988,CUST0001641,PRD_TERM20,AGT00946,2023-07-26,275000,Monthly,Full Underwriting,Postponed,Preferred,Pending physician statement,14,N,296.68,N
APP0012989,CUST0008030,PRD_TERM30,AGT00721,2024-04-25,650000,Monthly,Full Underwriting,Issued,Preferred,Approved as applied,13,Y,1210.66,N
APP0012990,CUST0010520,PRD_TERM20,AGT00019,2023-02-05,150000,Monthly,Accelerated,Declined,Decline,Medical history,7,N,0.00,N
APP0012991,CUST0008844,PRD_TERM30,AGT00912,2023-09-02,550000,Monthly,Simplified,Incomplete,Table 2,Missing requirements,21,N,1118.87,Y
APP0012992,CUST0007039,PRD_WL100,AGT01139,2025-02-11,200000,Monthly,Full Underwriting,Issued,Preferred Plus,Approved as applied,35,Y,1585.24,N
APP0012993,CUST0000942,PRD_WL100,AGT00182,2025-04-06,425000,Monthly,Accelerated,Issued,Preferred,Approved as applied,3,Y,7439.16,N
APP0012994,CUST0012024,PRD_UL,AGT01048,2023-10-28,575000,Monthly,Full Underwriting,Incomplete,Table 2,Missing requirements,20,N,15752.71,N
APP0012995,CUST0008988,PRD_UL,AGT00631,2025-06-29,850000,Quarterly,Simplified,Issued,Standard Smoker,Approved as applied,42,Y,16265.77,N
APP0012996,CUST0009877,PRD_TERM10,AGT00813,2023-09-25,175000,Monthly,Full Underwriting,Issued,Preferred,Approved as applied,35,Y,251.64,N
APP0012997,CUST0005753,PRD_WL100,AGT00599,2024-06-28,125000,Semiannual,Full Underwriting,Issued,Standard,Approved as applied,11,Y,3675.31,N
APP0012998,CUST0009059,PRD_WL100,AGT00981,2025-04-15,200000,Monthly,Simplified,Postponed,Table 2,Lab follow-up,8,N,4821.50,N
APP0012999,CUST0003126,PRD_UL,AGT00351,2025-06-28,100000,Monthly,Simplified,Issued,Preferred,Approved as applied,21,Y,558.22,N
APP0013000,CUST0008755,PRD_TERM10,AGT00812,2025-10-21,125000,Annual,Full Underwriting,Issued,Standard Smoker,Approved as applied,13,Y,1022.77,N
APP0013001,CUST0011318,PRD_TERM10,AGT00661,2023-09-21,200000,Quarterly,Accelerated,Issued,Preferred,Approved as applied,1,Y,185.30,N
APP0013002,CUST0012149,PRD_UL,AGT00526,2024-02-06,850000,Semiannual,Full Underwriting,Issued,Preferred,Approved as applied,26,Y,3928.79,N
APP0013003,CUST0005582,PRD_TERM20,AGT00854,2024-10-12,100000,Monthly,Full Underwriting,Issued,Preferred,Approved as applied,25,Y,300.74,N
APP0013004,CUST0009137,PRD_TERM10,AGT00212,2024-04-10,850000,Monthly,Accelerated,Declined,Decline,Prescription history,8,N,0.00,N
APP0013005,CUST0011404,PRD_WL100,AGT00846,2024-10-23,125000,Annual,Full Underwriting,Withdrawn,Table 2,Incomplete forms,14,N,1405.73,N
APP0013006,CUST0008908,PRD_WL100,AGT00292,2025-08-27,50000,Monthly,Simplified,Issued,Preferred,Approved as applied,24,Y,1075.30,N
APP0013007,CUST0000860,PRD_TERM30,AGT00338,2024-03-23,1450000,Monthly,Full Underwriting,Issued,Standard Smoker,Approved as applied,9,Y,9747.42,N
APP0013008,CUST0004018,PRD_UL,AGT00270,2024-12-08,1150000,Semiannual,Full Underwriting,Declined,Decline,Prescription history,24,N,0.00,N
APP0013009,CUST0008777,PRD_TERM20,AGT00549,2024-04-04,650000,Monthly,Full Underwriting,Issued,Table 2,Approved with table rating,28,Y,2046.40,N
APP0013010,CUST0006378,PRD_WL100,AGT00597,2025-10-28,150000,Quarterly,Accelerated,Issued,Preferred Plus,Approved as applied,6,Y,1301.07,N
APP0013011,CUST0004502,PRD_TERM20,AGT00784,2025-05-14,1850000,Monthly,Full Underwriting,Withdrawn,Table 2,Price objection,8,N,4908.69,N
APP0013012,CUST0010537,PRD_TERM30,AGT00146,2024-02-08,850000,Monthly,Full Underwriting,Issued,Preferred,Approved as applied,14,Y,2354.41,N
APP0013013,CUST0008284,PRD_TERM20,AGT00941,2025-06-16,100000,Monthly,Full Underwriting,Issued,Standard,Approved as applied,13,Y,358.68,N
APP0013014,CUST0002380,PRD_TERM20,AGT00052,2025-05-06,350000,Semiannual,Simplified,Postponed,Preferred Plus,Pending physician statement,10,N,388.23,N
APP0013015,CUST0002785,PRD_TERM30,AGT00737,2024-10-04,850000,Monthly,Full Underwriting,Issued,Preferred,Approved as applied,19,Y,1844.23,N
APP0013016,CUST0002166,PRD_TERM30,AGT00827,2023-01-08,150000,Monthly,Full Underwriting,Declined,Decline,Prescription history,16,N,0.00,N
APP0013017,CUST0006387,PRD_TERM30,AGT00399,2025-06-10,1150000,Monthly,Full Underwriting,Declined,Decline,Medical history,42,N,0.00,N
APP0013018,CUST0000457,PRD_UL,AGT01167,2024-04-21,400000,Monthly,Accelerated,Issued,Preferred Plus,Approved as applied,6,Y,2568.82,N
APP0013019,CUST0006656,PRD_TERM20,AGT00447,2024-07-26,125000,Monthly,Full Underwriting,Issued,Preferred,Approved as applied,31,Y,210.20,N
APP0013020,CUST0004406,PRD_TERM20,AGT00170,2024-11-07,425000,Monthly,Simplified,Postponed,Preferred Plus,Pending physician statement,31,N,563.98,N
APP0013021,CUST0009552,PRD_UL,AGT01157,2023-06-25,275000,Monthly,Full Underwriting,Issued,Standard,Approved as applied,13,Y,2664.34,N
APP0013022,CUST0009700,PRD_TERM30,AGT00240,2025-04-11,275000,Monthly,Simplified,Issued,Table 2,Approved with table rating,29,Y,1016.74,N
APP0013023,CUST0010647,PRD_TERM20,AGT01028,2024-12-09,150000,Monthly,Full Underwriting,Issued,Table 4,Approved with table rating,19,Y,1085.86,N
APP0013024,CUST0002054,PRD_IUL,AGT00683,2024-12-02,200000,Annual,Accelerated,Issued,Preferred,Approved as applied,6,Y,1545.45,N
APP0013025,CUST0005119,PRD_UL,AGT00035,2023-01-18,125000,Semiannual,Full Underwriting,Issued,Standard,Approved as applied,8,Y,1112.13,N
APP0013026,CUST0009876,PRD_TERM30,AGT01031,2025-11-09,125000,Monthly,Full Underwriting,Issued,Preferred,Approved as applied,19,Y,312.14,N
APP0013027,CUST0001701,PRD_WL100,AGT00843,2024-09-30,300000,Annual,Full Underwriting,Issued,Standard Smoker,Approved as applied,33,Y,8294.80,N
APP0013028,CUST0001920,PRD_TERM10,AGT00650,2024-08-31,1500000,Annual,Accelerated,Issued,Preferred Plus,Approved as applied,8,Y,2031.64,N
APP0013029,CUST0000116,PRD_IUL,AGT01067,2024-12-02,125000,Monthly,Full Underwriting,Withdrawn,Table 4,Customer did not proceed,4,N,2657.55,N
APP0013030,CUST0003227,PRD_TERM20,AGT01032,2025-01-21,550000,Annual,Accelerated,Issued,Preferred,Approved as applied,3,Y,1291.91,N
APP0013031,CUST0005005,PRD_TERM20,AGT00221,2024-04-27,1100000,Quarterly,Full Underwriting,Issued,Table 2,Approved with table rating,41,Y,2707.06,N
APP0013032,CUST0002085,PRD_UL,AGT01069,2024-03-30,100000,Monthly,Simplified,Postponed,Preferred,Recent medical event,39,N,889.25,N
APP0013033,CUST0003418,PRD_WL100,AGT00460,2024-05-14,825000,Quarterly,Full Underwriting,Declined,Decline,Build/BMI,18,N,0.00,Y
APP0013034,CUST0006115,PRD_IUL,AGT00899,2025-09-21,125000,Monthly,Full Underwriting,Issued,Standard,Approved as applied,18,Y,872.32,N
APP0013035,CUST0008210,PRD_UL,AGT00785,2023-04-03,850000,Monthly,Simplified,Declined,Decline,Prescription history,21,N,0.00,N
APP0013036,CUST0012211,PRD_TERM20,AGT00267,2023-09-05,1050000,Annual,Full Underwriting,Issued,Preferred,Approved as applied,39,Y,1846.78,N
APP0013037,CUST0003340,PRD_TERM10,AGT00730,2024-05-27,1150000,Monthly,Simplified,Withdrawn,Preferred,Customer did not proceed,17,N,1212.70,N
APP0013038,CUST0002627,PRD_TERM10,AGT01093,2025-04-20,125000,Annual,Simplified,Issued,Preferred Plus,Approved as applied,28,Y,128.28,N
APP0013039,CUST0001126,PRD_FE,AGT00184,2023-08-26,10000,Monthly,Full Underwriting,Issued,Table 2,Approved with table rating,8,Y,496.56,N
APP0013040,CUST0000499,PRD_TERM20,AGT01047,2024-09-29,100000,Annual,Simplified,Issued,Preferred Plus,Approved as applied,31,Y,115.75,N
APP0013041,CUST0002816,PRD_IUL,AGT00838,2025-01-22,575000,Monthly,Full Underwriting,Incomplete,Preferred,Missing requirements,10,N,3309.01,N
APP0013042,CUST0007201,PRD_TERM20,AGT00965,2025-10-27,850000,Monthly,Simplified,Issued,Preferred Plus,Approved as applied,29,Y,971.43,N
APP0013043,CUST0001791,PRD_TERM30,AGT00985,2024-12-16,1725000,Monthly,Full Underwriting,Issued,Standard,Approved as applied,32,Y,2765.78,N
APP0013044,CUST0002996,PRD_TERM20,AGT01075,2025-09-18,100000,Monthly,Full Underwriting,Issued,Table 2,Approved with table rating,36,Y,268.30,N
APP0013045,CUST0001616,PRD_TERM30,AGT01141,2024-01-19,300000,Monthly,Accelerated,Issued,Preferred Plus,Approved as applied,1,Y,768.41,N
APP0013046,CUST0006345,PRD_WL100,AGT01081,2023-10-06,300000,Semiannual,Full Underwriting,Issued,Table 2,Approved with table rating,13,Y,5420.45,N
APP0013047,CUST0010089,PRD_TERM20,AGT00633,2025-09-01,275000,Annual,Accelerated,Declined,Decline,Financial underwriting,5,N,0.00,N
APP0013048,CUST0009363,PRD_IUL,AGT00039,2025-02-19,725000,Monthly,Full Underwriting,Issued,Standard,Approved as applied,10,Y,5102.43,N
APP0013049,CUST0005247,PRD_IUL,AGT00928,2023-11-01,300000,Monthly,Accelerated,Declined,Decline,Medical history,6,N,0.00,N
APP0013050,CUST0004981,PRD_WL100,AGT01137,2023-06-15,125000,Monthly,Full Underwriting,Withdrawn,Standard,Price objection,11,N,3990.35,N
APP0013051,CUST0006139,PRD_IUL,AGT00552,2024-07-16,425000,Annual,Full Underwriting,Issued,Preferred,Approved as applied,37,Y,4742.87,N
APP0013052,CUST0000435,PRD_TERM30,AGT00210,2025-08-08,700000,Monthly,Full Underwriting,Issued,Standard Smoker,Approved as applied,39,Y,6060.42,N
APP0013053,CUST0007286,PRD_UL,AGT00945,2023-02-11,1150000,Quarterly,Full Underwriting,Issued,Preferred,Approved as applied,18,Y,11798.26,N
APP0013054,CUST0004375,PRD_TERM20,AGT00237,2023-12-30,175000,Monthly,Accelerated,Issued,Standard,Approved as applied,1,Y,335.00,N
APP0013055,CUST0010262,PRD_IUL,AGT00401,2024-02-01,100000,Monthly,Full Underwriting,Issued,Preferred,Approved as applied,40,Y,1183.79,N
APP0013056,CUST0009745,PRD_WL100,AGT00496,2025-07-08,1000000,Monthly,Simplified,Issued,Preferred,Approved as applied,39,Y,12860.17,N
APP0013057,CUST0001929,PRD_TERM30,AGT00751,2024-11-06,575000,Monthly,Accelerated,Declined,Decline,Build/BMI,5,N,0.00,N
APP0013058,CUST0011424,PRD_UL,AGT01117,2023-12-22,100000,Monthly,Accelerated,Declined,Decline,Medical history,5,N,0.00,N
APP0013059,CUST0010450,PRD_UL,AGT00820,2023-04-21,575000,Monthly,Full Underwriting,Issued,Preferred Plus,Approved as applied,8,Y,4831.96,N
APP0013060,CUST0011132,PRD_TERM30,AGT00664,2023-06-28,150000,Semiannual,Accelerated,Issued,Preferred Plus,Approved as applied,7,Y,336.44,N
APP0013061,CUST0001929,PRD_TERM20,AGT00075,2023-01-31,300000,Annual,Full Underwriting,Issued,Preferred,Approved as applied,16,Y,377.51,N
APP0013062,CUST0009751,PRD_TERM20,AGT00348,2024-01-11,100000,Monthly,Accelerated,Withdrawn,Table 4,Price objection,16,N,307.24,N
APP0013063,CUST0007242,PRD_UL,AGT00290,2024-01-20,850000,Monthly,Full Underwriting,Withdrawn,Table 2,Price objection,16,N,6280.27,N
APP0013064,CUST0009780,PRD_WL100,AGT00951,2023-03-31,125000,Monthly,Full Underwriting,Issued,Standard,Approved as applied,33,Y,952.43,Y
APP0013065,CUST0003035,PRD_UL,AGT00119,2025-01-25,200000,Annual,Full Underwriting,Issued,Preferred,Approved as applied,21,Y,1157.12,N
APP0013066,CUST0003634,PRD_TERM30,AGT00172,2025-01-02,100000,Monthly,Accelerated,Postponed,Standard,Pending physician statement,1,N,338.27,N
