beneficiary_id,policy_id,beneficiary_sequence,relationship_to_insured,beneficiary_share_pct,irrevocable_flag
BEN00011953,POL0009018,1,Parent,100,N
BEN00011954,POL0009019,1,Child,100,N
BEN00011955,POL0009020,1,Spouse,100,N
BEN00011956,POL0009021,1,Child,100,N
BEN00011957,POL0009022,1,Spouse,100,N
BEN00011958,POL0009023,1,Child,100,N
BEN00011959,POL0009024,1,Spouse,100,N
BEN00011960,POL0009025,1,Child,100,N
BEN00011961,POL0009026,1,Trust,100,N
BEN00011962,POL0009027,1,Child,33,N
BEN00011963,POL0009027,2,Other,25,N
BEN00011964,POL0009027,3,Spouse,42,N
BEN00011965,POL0009028,1,Child,100,N
BEN00011966,POL0009029,1,Child,100,N
BEN00011967,POL0009030,1,Spouse,100,N
BEN00011968,POL0009031,1,Parent,75,N
BEN00011969,POL0009031,2,Spouse,15,N
BEN00011970,POL0009031,3,Parent,10,N
BEN00011971,POL0009032,1,Spouse,100,N
BEN00011972,POL0009033,1,Child,40,N
BEN00011973,POL0009033,2,Child,60,N
BEN00011974,POL0009034,1,Child,100,N
BEN00011975,POL0009035,1,Parent,100,N
BEN00011976,POL0009036,1,Spouse,33,N
BEN00011977,POL0009036,2,Child,67,N
BEN00011978,POL0009037,1,Parent,100,N
BEN00011979,POL0009038,1,Child,33,N
BEN00011980,POL0009038,2,Trust,67,N
BEN00011981,POL0009039,1,Spouse,100,N
BEN00011982,POL0009040,1,Parent,100,N
BEN00011983,POL0009041,1,Child,100,N
BEN00011984,POL0009042,1,Spouse,100,N
BEN00011985,POL0009043,1,Trust,60,N
BEN00011986,POL0009043,2,Spouse,40,N
BEN00011987,POL0009044,1,Child,100,N
BEN00011988,POL0009045,1,Spouse,100,N
BEN00011989,POL0009046,1,Spouse,100,N
BEN00011990,POL0009047,1,Child,100,N
BEN00011991,POL0009048,1,Spouse,100,N
BEN00011992,POL0009049,1,Sibling,100,N
BEN00011993,POL0009050,1,Spouse,60,N
BEN00011994,POL0009050,2,Spouse,30,N
BEN00011995,POL0009050,3,Spouse,10,N
BEN00011996,POL0009051,1,Spouse,100,N
BEN00011997,POL0009052,1,Spouse,100,N
BEN00011998,POL0009053,1,Parent,100,Y
BEN00011999,POL0009054,1,Trust,100,N
BEN00012000,POL0009055,1,Spouse,100,N
BEN00012001,POL0009056,1,Spouse,33,N
BEN00012002,POL0009056,2,Spouse,67,N
BEN00012003,POL0009057,1,Spouse,100,N
BEN00012004,POL0009058,1,Spouse,100,N
BEN00012005,POL0009059,1,Spouse,25,N
BEN00012006,POL0009059,2,Spouse,75,N
BEN00012007,POL0009060,1,Spouse,33,N
BEN00012008,POL0009060,2,Sibling,67,N
BEN00012009,POL0009061,1,Spouse,75,N
BEN00012010,POL0009061,2,Spouse,15,N
BEN00012011,POL0009061,3,Sibling,10,N
BEN00012012,POL0009062,1,Child,25,N
BEN00012013,POL0009062,2,Spouse,50,N
BEN00012014,POL0009062,3,Child,25,N
BEN00012015,POL0009063,1,Child,50,N
BEN00012016,POL0009063,2,Spouse,50,N
BEN00012017,POL0009064,1,Spouse,60,N
BEN00012018,POL0009064,2,Spouse,40,N
BEN00012019,POL0009065,1,Child,100,N
BEN00012020,POL0009066,1,Spouse,33,N
BEN00012021,POL0009066,2,Spouse,67,N
BEN00012022,POL0009067,1,Spouse,33,N
BEN00012023,POL0009067,2,Spouse,25,N
BEN00012024,POL0009067,3,Spouse,42,N
BEN00012025,POL0009068,1,Spouse,100,N
BEN00012026,POL0009069,1,Spouse,100,N
BEN00012027,POL0009070,1,Spouse,100,N
BEN00012028,POL0009071,1,Parent,100,N
BEN00012029,POL0009072,1,Spouse,100,N
BEN00012030,POL0009073,1,Spouse,40,N
BEN00012031,POL0009073,2,Child,50,N
BEN00012032,POL0009073,3,Parent,10,N
BEN00012033,POL0009074,1,Child,100,N
BEN00012034,POL0009075,1,Other,100,N
BEN00012035,POL0009076,1,Spouse,100,N
BEN00012036,POL0009077,1,Spouse,100,N
BEN00012037,POL0009078,1,Child,100,N
BEN00012038,POL0009079,1,Child,100,N
BEN00012039,POL0009080,1,Trust,100,N
BEN00012040,POL0009081,1,Parent,40,N
BEN00012041,POL0009081,2,Spouse,60,N
BEN00012042,POL0009082,1,Child,100,N
BEN00012043,POL0009083,1,Child,60,N
BEN00012044,POL0009083,2,Other,40,N
BEN00012045,POL0009084,1,Child,100,N
BEN00012046,POL0009085,1,Child,100,N
BEN00012047,POL0009086,1,Spouse,100,N
BEN00012048,POL0009087,1,Other,100,N
BEN00012049,POL0009088,1,Spouse,100,N
BEN00012050,POL0009089,1,Child,50,N
BEN00012051,POL0009089,2,Spouse,50,N
BEN00012052,POL0009090,1,Spouse,100,N
BEN00012053,POL0009091,1,Spouse,33,N
BEN00012054,POL0009091,2,Parent,67,N
BEN00012055,POL0009092,1,Sibling,50,N
BEN00012056,POL0009092,2,Spouse,50,N
BEN00012057,POL0009093,1,Spouse,100,N
BEN00012058,POL0009094,1,Child,100,N
BEN00012059,POL0009095,1,Spouse,100,N
BEN00012060,POL0009096,1,Spouse,100,N
BEN00012061,POL0009097,1,Spouse,100,N
BEN00012062,POL0009098,1,Spouse,33,N
BEN00012063,POL0009098,2,Child,67,N
BEN00012064,POL0009099,1,Spouse,100,N
BEN00012065,POL0009100,1,Spouse,60,N
BEN00012066,POL0009100,2,Spouse,30,N
BEN00012067,POL0009100,3,Spouse,10,N
BEN00012068,POL0009101,1,Sibling,100,N
BEN00012069,POL0009102,1,Parent,100,N
BEN00012070,POL0009103,1,Child,100,N
BEN00012071,POL0009104,1,Spouse,100,N
BEN00012072,POL0009105,1,Spouse,100,N
BEN00012073,POL0009106,1,Spouse,100,N
BEN00012074,POL0009107,1,Child,100,N
BEN00012075,POL0009108,1,Spouse,33,N
BEN00012076,POL0009108,2,Spouse,67,N
BEN00012077,POL0009109,1,Child,50,N
BEN00012078,POL0009109,2,Trust,50,N
BEN00012079,POL0009110,1,Child,100,N
BEN00012080,POL0009111,1,Spouse,100,N
BEN00012081,POL0009112,1,Child,100,N
BEN00012082,POL0009113,1,Child,100,N
BEN00012083,POL0009114,1,Spouse,25,N
BEN00012084,POL0009114,2,Spouse,75,N
BEN00012085,POL0009115,1,Child,40,N
BEN00012086,POL0009115,2,Other,60,N
BEN00012087,POL0009116,1,Spouse,100,N
BEN00012088,POL0009117,1,Child,100,N
BEN00012089,POL0009118,1,Spouse,100,N
BEN00012090,POL0009119,1,Spouse,100,N
BEN00012091,POL0009120,1,Spouse,50,N
BEN00012092,POL0009120,2,Spouse,50,N
BEN00012093,POL0009121,1,Spouse,100,N
BEN00012094,POL0009122,1,Child,60,N
BEN00012095,POL0009122,2,Spouse,40,N
BEN00012096,POL0009123,1,Spouse,100,N
BEN00012097,POL0009124,1,Spouse,100,N
BEN00012098,POL0009125,1,Spouse,60,N
BEN00012099,POL0009125,2,Child,40,N
BEN00012100,POL0009126,1,Spouse,100,N
BEN00012101,POL0009127,1,Parent,100,N
BEN00012102,POL0009128,1,Spouse,25,N
BEN00012103,POL0009128,2,Other,75,N
BEN00012104,POL0009129,1,Spouse,100,N
BEN00012105,POL0009130,1,Child,100,N
BEN00012106,POL0009131,1,Parent,75,N
BEN00012107,POL0009131,2,Child,25,N
BEN00012108,POL0009132,1,Spouse,100,N
BEN00012109,POL0009133,1,Spouse,33,N
BEN00012110,POL0009133,2,Spouse,67,N
BEN00012111,POL0009134,1,Sibling,100,N
BEN00012112,POL0009135,1,Child,100,N
BEN00012113,POL0009136,1,Spouse,100,N
BEN00012114,POL0009137,1,Child,100,N
BEN00012115,POL0009138,1,Spouse,100,N
BEN00012116,POL0009139,1,Spouse,75,N
BEN00012117,POL0009139,2,Spouse,15,N
BEN00012118,POL0009139,3,Parent,10,N
BEN00012119,POL0009140,1,Spouse,100,N
BEN00012120,POL0009141,1,Child,100,Y
BEN00012121,POL0009142,1,Spouse,75,N
BEN00012122,POL0009142,2,Spouse,25,N
BEN00012123,POL0009143,1,Sibling,100,N
BEN00012124,POL0009144,1,Trust,40,Y
BEN00012125,POL0009144,2,Parent,33,N
BEN00012126,POL0009144,3,Parent,27,N
BEN00012127,POL0009145,1,Spouse,100,N
BEN00012128,POL0009146,1,Spouse,100,N
BEN00012129,POL0009147,1,Parent,100,N
BEN00012130,POL0009148,1,Spouse,25,N
BEN00012131,POL0009148,2,Parent,75,N
BEN00012132,POL0009149,1,Spouse,100,N
BEN00012133,POL0009150,1,Trust,100,N
BEN00012134,POL0009151,1,Spouse,100,N
BEN00012135,POL0009152,1,Spouse,25,N
BEN00012136,POL0009152,2,Spouse,75,N
BEN00012137,POL0009153,1,Spouse,100,N
BEN00012138,POL0009154,1,Parent,50,N
BEN00012139,POL0009154,2,Spouse,50,N
BEN00012140,POL0009155,1,Child,100,N
BEN00012141,POL0009156,1,Spouse,50,N
BEN00012142,POL0009156,2,Spouse,50,N
BEN00012143,POL0009157,1,Child,33,N
BEN00012144,POL0009157,2,Child,67,N
BEN00012145,POL0009158,1,Spouse,100,N
BEN00012146,POL0009159,1,Spouse,100,N
BEN00012147,POL0009160,1,Spouse,100,N
BEN00012148,POL0009161,1,Child,100,N
BEN00012149,POL0009162,1,Spouse,100,Y
BEN00012150,POL0009163,1,Spouse,100,N
BEN00012151,POL0009164,1,Spouse,100,N
BEN00012152,POL0009165,1,Spouse,50,N
BEN00012153,POL0009165,2,Trust,50,N
BEN00012154,POL0009166,1,Parent,60,N
BEN00012155,POL0009166,2,Parent,40,N
BEN00012156,POL0009167,1,Parent,100,N
BEN00012157,POL0009168,1,Spouse,100,N
BEN00012158,POL0009169,1,Parent,50,N
BEN00012159,POL0009169,2,Spouse,50,N
BEN00012160,POL0009170,1,Spouse,100,N
BEN00012161,POL0009171,1,Child,100,N
BEN00012162,POL0009172,1,Spouse,50,N
BEN00012163,POL0009172,2,Child,40,N
BEN00012164,POL0009172,3,Child,10,N
BEN00012165,POL0009173,1,Child,100,N
BEN00012166,POL0009174,1,Parent,100,N
BEN00012167,POL0009175,1,Spouse,100,N
BEN00012168,POL0009176,1,Parent,100,N
BEN00012169,POL0009177,1,Spouse,100,N
BEN00012170,POL0009178,1,Spouse,100,N
BEN00012171,POL0009179,1,Parent,40,N
BEN00012172,POL0009179,2,Spouse,50,N
BEN00012173,POL0009179,3,Parent,10,N
BEN00012174,POL0009180,1,Spouse,100,N
BEN00012175,POL0009181,1,Spouse,25,N
BEN00012176,POL0009181,2,Child,75,N
BEN00012177,POL0009182,1,Child,25,N
BEN00012178,POL0009182,2,Spouse,33,N
BEN00012179,POL0009182,3,Child,42,N
BEN00012180,POL0009183,1,Spouse,100,N
BEN00012181,POL0009184,1,Spouse,100,N
BEN00012182,POL0009185,1,Spouse,100,N
BEN00012183,POL0009186,1,Spouse,100,N
BEN00012184,POL0009187,1,Parent,100,N
BEN00012185,POL0009188,1,Spouse,75,N
BEN00012186,POL0009188,2,Child,25,Y
BEN00012187,POL0009189,1,Child,100,N
BEN00012188,POL0009190,1,Spouse,100,N
BEN00012189,POL0009191,1,Child,50,N
BEN00012190,POL0009191,2,Parent,50,N
BEN00012191,POL0009192,1,Spouse,100,N
BEN00012192,POL0009193,1,Spouse,100,N
BEN00012193,POL0009194,1,Spouse,100,N
BEN00012194,POL0009195,1,Child,100,N
BEN00012195,POL0009196,1,Spouse,100,N
BEN00012196,POL0009197,1,Sibling,100,N
BEN00012197,POL0009198,1,Spouse,100,N
BEN00012198,POL0009199,1,Spouse,100,N
BEN00012199,POL0009200,1,Child,100,N
BEN00012200,POL0009201,1,Spouse,60,N
BEN00012201,POL0009201,2,Spouse,40,N
BEN00012202,POL0009202,1,Spouse,100,N
BEN00012203,POL0009203,1,Parent,100,N
BEN00012204,POL0009204,1,Child,100,N
BEN00012205,POL0009205,1,Sibling,100,N
BEN00012206,POL0009206,1,Child,100,N
BEN00012207,POL0009207,1,Trust,100,N
BEN00012208,POL0009208,1,Child,40,N
BEN00012209,POL0009208,2,Child,60,N
BEN00012210,POL0009209,1,Parent,100,N
BEN00012211,POL0009210,1,Child,25,N
BEN00012212,POL0009210,2,Spouse,60,N
BEN00012213,POL0009210,3,Child,15,N
BEN00012214,POL0009211,1,Child,50,N
BEN00012215,POL0009211,2,Child,50,N
BEN00012216,POL0009212,1,Parent,100,N
BEN00012217,POL0009213,1,Child,100,N
BEN00012218,POL0009214,1,Spouse,100,N
BEN00012219,POL0009215,1,Child,100,N
BEN00012220,POL0009216,1,Child,100,N
BEN00012221,POL0009217,1,Spouse,60,N
BEN00012222,POL0009217,2,Child,30,N
BEN00012223,POL0009217,3,Child,10,N
BEN00012224,POL0009218,1,Spouse,25,N
BEN00012225,POL0009218,2,Child,75,N
BEN00012226,POL0009219,1,Child,100,N
BEN00012227,POL0009220,1,Spouse,100,N
BEN00012228,POL0009221,1,Spouse,100,N
BEN00012229,POL0009222,1,Trust,25,N
BEN00012230,POL0009222,2,Spouse,75,N
BEN00012231,POL0009223,1,Child,100,Y
BEN00012232,POL0009224,1,Spouse,33,N
BEN00012233,POL0009224,2,Trust,67,N
BEN00012234,POL0009225,1,Parent,100,N
BEN00012235,POL0009226,1,Child,100,N
BEN00012236,POL0009227,1,Child,100,N
BEN00012237,POL0009228,1,Spouse,75,N
BEN00012238,POL0009228,2,Sibling,25,N
BEN00012239,POL0009229,1,Child,100,N
BEN00012240,POL0009230,1,Spouse,100,N
BEN00012241,POL0009231,1,Parent,25,N
BEN00012242,POL0009231,2,Spouse,75,N
BEN00012243,POL0009232,1,Parent,33,N
BEN00012244,POL0009232,2,Child,67,N
BEN00012245,POL0009233,1,Spouse,50,N
BEN00012246,POL0009233,2,Spouse,50,N
BEN00012247,POL0009234,1,Spouse,100,N
BEN00012248,POL0009235,1,Spouse,100,N
BEN00012249,POL0009236,1,Trust,100,N
BEN00012250,POL0009237,1,Child,100,N
BEN00012251,POL0009238,1,Child,100,Y
BEN00012252,POL0009239,1,Parent,100,N
BEN00012253,POL0009240,1,Spouse,25,N
BEN00012254,POL0009240,2,Child,75,N
BEN00012255,POL0009241,1,Spouse,100,N
BEN00012256,POL0009242,1,Spouse,100,N
BEN00012257,POL0009243,1,Spouse,100,N
BEN00012258,POL0009244,1,Parent,100,N
BEN00012259,POL0009245,1,Spouse,100,N
BEN00012260,POL0009246,1,Spouse,100,N
BEN00012261,POL0009247,1,Spouse,100,Y
BEN00012262,POL0009248,1,Parent,100,N
BEN00012263,POL0009249,1,Other,100,N
BEN00012264,POL0009250,1,Spouse,60,N
BEN00012265,POL0009250,2,Parent,40,N
BEN00012266,POL0009251,1,Child,100,N
BEN00012267,POL0009252,1,Spouse,100,N
BEN00012268,POL0009253,1,Spouse,100,N
BEN00012269,POL0009254,1,Child,40,N
BEN00012270,POL0009254,2,Parent,60,N
BEN00012271,POL0009255,1,Child,33,N
BEN00012272,POL0009255,2,Spouse,67,N
BEN00012273,POL0009256,1,Spouse,40,N
BEN00012274,POL0009256,2,Child,50,N
BEN00012275,POL0009256,3,Child,10,N
BEN00012276,POL0009257,1,Spouse,33,N
BEN00012277,POL0009257,2,Parent,67,N
BEN00012278,POL0009258,1,Child,100,N
BEN00012279,POL0009259,1,Parent,100,N
BEN00012280,POL0009260,1,Spouse,100,N
BEN00012281,POL0009261,1,Spouse,100,N
BEN00012282,POL0009262,1,Spouse,25,N
BEN00012283,POL0009262,2,Spouse,75,N
BEN00012284,POL0009263,1,Parent,60,N
BEN00012285,POL0009263,2,Spouse,40,N
BEN00012286,POL0009264,1,Spouse,100,N
BEN00012287,POL0009265,1,Spouse,100,N
BEN00012288,POL0009266,1,Child,50,N
BEN00012289,POL0009266,2,Spouse,50,N
BEN00012290,POL0009267,1,Spouse,100,N
BEN00012291,POL0009268,1,Trust,50,N
BEN00012292,POL0009268,2,Spouse,33,N
BEN00012293,POL0009268,3,Spouse,17,N
BEN00012294,POL0009269,1,Spouse,100,N
BEN00012295,POL0009270,1,Spouse,100,N
BEN00012296,POL0009271,1,Child,100,N
BEN00012297,POL0009272,1,Child,100,N
BEN00012298,POL0009273,1,Spouse,40,N
BEN00012299,POL0009273,2,Spouse,60,N
BEN00012300,POL0009274,1,Child,100,N
BEN00012301,POL0009275,1,Spouse,25,N
BEN00012302,POL0009275,2,Child,75,N
BEN00012303,POL0009276,1,Child,50,Y
BEN00012304,POL0009276,2,Trust,50,N
BEN00012305,POL0009277,1,Spouse,100,N
BEN00012306,POL0009278,1,Child,100,N
BEN00012307,POL0009279,1,Child,25,N
BEN00012308,POL0009279,2,Spouse,75,N
BEN00012309,POL0009280,1,Spouse,100,N
BEN00012310,POL0009281,1,Child,100,N
BEN00012311,POL0009282,1,Spouse,40,N
BEN00012312,POL0009282,2,Child,60,N
BEN00012313,POL0009283,1,Parent,100,N
BEN00012314,POL0009284,1,Child,75,N
BEN00012315,POL0009284,2,Child,25,N
BEN00012316,POL0009285,1,Trust,100,N
BEN00012317,POL0009286,1,Child,33,N
BEN00012318,POL0009286,2,Child,67,N
BEN00012319,POL0009287,1,Spouse,100,N
BEN00012320,POL0009288,1,Sibling,100,N
BEN00012321,POL0009289,1,Child,100,N
BEN00012322,POL0009290,1,Spouse,100,N
BEN00012323,POL0009291,1,Spouse,100,N
BEN00012324,POL0009292,1,Child,100,N
BEN00012325,POL0009293,1,Parent,100,N
BEN00012326,POL0009294,1,Spouse,100,N
BEN00012327,POL0009295,1,Spouse,60,N
BEN00012328,POL0009295,2,Trust,40,N
BEN00012329,POL0009296,1,Spouse,100,N
BEN00012330,POL0009297,1,Spouse,100,N
BEN00012331,POL0009298,1,Spouse,100,N
BEN00012332,POL0009299,1,Spouse,100,N
BEN00012333,POL0009300,1,Spouse,100,N
BEN00012334,POL0009301,1,Trust,100,N
BEN00012335,POL0009302,1,Child,60,N
BEN00012336,POL0009302,2,Trust,30,N
BEN00012337,POL0009302,3,Trust,10,N
BEN00012338,POL0009303,1,Parent,100,N
BEN00012339,POL0009304,1,Child,40,N
BEN00012340,POL0009304,2,Spouse,60,N
BEN00012341,POL0009305,1,Child,100,N
BEN00012342,POL0009306,1,Child,100,N
BEN00012343,POL0009307,1,Child,75,N
BEN00012344,POL0009307,2,Spouse,25,N
BEN00012345,POL0009308,1,Spouse,100,N
BEN00012346,POL0009309,1,Child,100,N
BEN00012347,POL0009310,1,Spouse,100,N
BEN00012348,POL0009311,1,Child,25,N
BEN00012349,POL0009311,2,Child,75,N
BEN00012350,POL0009312,1,Child,100,N
BEN00012351,POL0009313,1,Spouse,100,N
BEN00012352,POL0009314,1,Parent,75,Y
BEN00012353,POL0009314,2,Spouse,25,N
BEN00012354,POL0009315,1,Child,100,N
BEN00012355,POL0009316,1,Spouse,100,N
BEN00012356,POL0009317,1,Spouse,25,N
BEN00012357,POL0009317,2,Child,75,N
BEN00012358,POL0009318,1,Child,100,N
BEN00012359,POL0009319,1,Spouse,33,N
BEN00012360,POL0009319,2,Spouse,67,N
BEN00012361,POL0009320,1,Spouse,100,N
BEN00012362,POL0009321,1,Child,100,N
BEN00012363,POL0009322,1,Trust,100,N
BEN00012364,POL0009323,1,Child,25,N
BEN00012365,POL0009323,2,Spouse,75,N
BEN00012366,POL0009324,1,Trust,100,N
BEN00012367,POL0009325,1,Child,100,N
BEN00012368,POL0009326,1,Other,100,N
BEN00012369,POL0009327,1,Child,100,N
BEN00012370,POL0009328,1,Spouse,100,N
BEN00012371,POL0009329,1,Spouse,33,N
BEN00012372,POL0009329,2,Spouse,67,N
BEN00012373,POL0009330,1,Trust,25,N
BEN00012374,POL0009330,2,Spouse,75,N
BEN00012375,POL0009331,1,Trust,60,N
BEN00012376,POL0009331,2,Child,40,N
BEN00012377,POL0009332,1,Spouse,100,N
BEN00012378,POL0009333,1,Spouse,40,N
BEN00012379,POL0009333,2,Child,60,N
BEN00012380,POL0009334,1,Spouse,100,N
BEN00012381,POL0009335,1,Child,100,N
BEN00012382,POL0009336,1,Other,100,N
BEN00012383,POL0009337,1,Spouse,100,N
BEN00012384,POL0009338,1,Child,33,N
BEN00012385,POL0009338,2,Spouse,33,N
BEN00012386,POL0009338,3,Child,34,N
BEN00012387,POL0009339,1,Spouse,33,N
BEN00012388,POL0009339,2,Other,67,N
BEN00012389,POL0009340,1,Child,100,N
BEN00012390,POL0009341,1,Spouse,100,N
BEN00012391,POL0009342,1,Spouse,40,N
BEN00012392,POL0009342,2,Spouse,60,N
BEN00012393,POL0009343,1,Spouse,50,N
BEN00012394,POL0009343,2,Child,50,N
BEN00012395,POL0009344,1,Spouse,100,N
BEN00012396,POL0009345,1,Child,100,N
BEN00012397,POL0009346,1,Child,100,N
BEN00012398,POL0009347,1,Spouse,100,N
BEN00012399,POL0009348,1,Spouse,100,N
BEN00012400,POL0009349,1,Trust,100,N
BEN00012401,POL0009350,1,Spouse,100,N
BEN00012402,POL0009351,1,Spouse,100,N
BEN00012403,POL0009352,1,Parent,75,N
BEN00012404,POL0009352,2,Parent,25,N
BEN00012405,POL0009353,1,Trust,100,N
BEN00012406,POL0009354,1,Child,100,N
BEN00012407,POL0009355,1,Spouse,60,N
BEN00012408,POL0009355,2,Child,40,N
BEN00012409,POL0009356,1,Spouse,75,N
BEN00012410,POL0009356,2,Spouse,25,N
BEN00012411,POL0009357,1,Spouse,100,N
BEN00012412,POL0009358,1,Spouse,100,N
BEN00012413,POL0009359,1,Sibling,100,N
BEN00012414,POL0009360,1,Parent,100,N
BEN00012415,POL0009361,1,Child,100,N
BEN00012416,POL0009362,1,Spouse,100,N
BEN00012417,POL0009363,1,Spouse,40,N
BEN00012418,POL0009363,2,Child,60,N
BEN00012419,POL0009364,1,Spouse,100,N
BEN00012420,POL0009365,1,Child,100,N
BEN00012421,POL0009366,1,Spouse,100,N
BEN00012422,POL0009367,1,Parent,100,N
BEN00012423,POL0009368,1,Sibling,100,N
BEN00012424,POL0009369,1,Spouse,100,N
BEN00012425,POL0009370,1,Spouse,100,N
BEN00012426,POL0009371,1,Spouse,60,N
BEN00012427,POL0009371,2,Spouse,40,N
BEN00012428,POL0009372,1,Parent,100,N
BEN00012429,POL0009373,1,Spouse,100,N
BEN00012430,POL0009374,1,Spouse,100,N
BEN00012431,POL0009375,1,Spouse,100,Y
BEN00012432,POL0009376,1,Child,50,N
BEN00012433,POL0009376,2,Parent,40,N
BEN00012434,POL0009376,3,Child,10,N
BEN00012435,POL0009377,1,Spouse,33,N
BEN00012436,POL0009377,2,Child,67,N
BEN00012437,POL0009378,1,Spouse,100,N
BEN00012438,POL0009379,1,Sibling,100,N
BEN00012439,POL0009380,1,Child,100,N
BEN00012440,POL0009381,1,Spouse,100,N
BEN00012441,POL0009382,1,Child,33,N
BEN00012442,POL0009382,2,Child,67,N
BEN00012443,POL0009383,1,Child,100,N
BEN00012444,POL0009384,1,Spouse,50,N
BEN00012445,POL0009384,2,Child,50,N
BEN00012446,POL0009385,1,Trust,100,N
BEN00012447,POL0009386,1,Child,100,N
BEN00012448,POL0009387,1,Spouse,100,N
BEN00012449,POL0009388,1,Spouse,100,N
BEN00012450,POL0009389,1,Child,100,N
BEN00012451,POL0009390,1,Child,100,N
BEN00012452,POL0009391,1,Sibling,100,N
BEN00012453,POL0009392,1,Child,100,N
BEN00012454,POL0009393,1,Spouse,75,N
BEN00012455,POL0009393,2,Spouse,25,N
BEN00012456,POL0009394,1,Parent,100,N
BEN00012457,POL0009395,1,Parent,100,N
BEN00012458,POL0009396,1,Spouse,100,N
BEN00012459,POL0009397,1,Spouse,100,Y
BEN00012460,POL0009398,1,Child,100,N
BEN00012461,POL0009399,1,Parent,100,N
BEN00012462,POL0009400,1,Spouse,60,N
BEN00012463,POL0009400,2,Trust,40,N
BEN00012464,POL0009401,1,Spouse,100,N
BEN00012465,POL0009402,1,Spouse,100,N
BEN00012466,POL0009403,1,Child,60,N
BEN00012467,POL0009403,2,Child,40,N
BEN00012468,POL0009404,1,Spouse,75,N
BEN00012469,POL0009404,2,Spouse,25,N
BEN00012470,POL0009405,1,Spouse,100,N
BEN00012471,POL0009406,1,Sibling,100,N
BEN00012472,POL0009407,1,Trust,100,N
BEN00012473,POL0009408,1,Parent,33,N
BEN00012474,POL0009408,2,Spouse,67,N
BEN00012475,POL0009409,1,Child,100,N
BEN00012476,POL0009410,1,Child,100,N
BEN00012477,POL0009411,1,Child,100,N
BEN00012478,POL0009412,1,Child,100,N
BEN00012479,POL0009413,1,Child,100,N
BEN00012480,POL0009414,1,Child,100,N
BEN00012481,POL0009415,1,Sibling,100,N
BEN00012482,POL0009416,1,Spouse,100,N
BEN00012483,POL0009417,1,Child,50,N
BEN00012484,POL0009417,2,Sibling,50,N
BEN00012485,POL0009418,1,Child,100,N
BEN00012486,POL0009419,1,Spouse,100,N
BEN00012487,POL0009420,1,Spouse,25,N
BEN00012488,POL0009420,2,Spouse,75,N
BEN00012489,POL0009421,1,Spouse,100,N
BEN00012490,POL0009422,1,Spouse,60,N
BEN00012491,POL0009422,2,Child,40,N
BEN00012492,POL0009423,1,Child,100,N
BEN00012493,POL0009424,1,Parent,50,N
BEN00012494,POL0009424,2,Spouse,40,N
BEN00012495,POL0009424,3,Parent,10,N
BEN00012496,POL0009425,1,Child,100,N
BEN00012497,POL0009426,1,Spouse,25,N
BEN00012498,POL0009426,2,Child,75,N
BEN00012499,POL0009427,1,Child,100,N
BEN00012500,POL0009428,1,Spouse,25,N
BEN00012501,POL0009428,2,Spouse,75,N
BEN00012502,POL0009429,1,Spouse,100,N
BEN00012503,POL0009430,1,Spouse,100,N
BEN00012504,POL0009431,1,Spouse,100,N
BEN00012505,POL0009432,1,Trust,25,N
BEN00012506,POL0009432,2,Child,75,N
BEN00012507,POL0009433,1,Child,100,N
BEN00012508,POL0009434,1,Spouse,100,N
BEN00012509,POL0009435,1,Spouse,50,N
BEN00012510,POL0009435,2,Spouse,50,N
BEN00012511,POL0009436,1,Child,100,N
BEN00012512,POL0009437,1,Parent,100,N
BEN00012513,POL0009438,1,Spouse,75,N
BEN00012514,POL0009438,2,Spouse,25,N
BEN00012515,POL0009439,1,Parent,60,N
BEN00012516,POL0009439,2,Parent,40,N
BEN00012517,POL0009440,1,Spouse,100,N
BEN00012518,POL0009441,1,Child,100,N
BEN00012519,POL0009442,1,Spouse,100,N
BEN00012520,POL0009443,1,Child,100,N
BEN00012521,POL0009444,1,Spouse,100,N
BEN00012522,POL0009445,1,Spouse,100,N
BEN00012523,POL0009446,1,Spouse,100,N
BEN00012524,POL0009447,1,Spouse,75,N
BEN00012525,POL0009447,2,Spouse,25,N
BEN00012526,POL0009448,1,Child,40,N
BEN00012527,POL0009448,2,Parent,60,N
BEN00012528,POL0009449,1,Spouse,100,N
BEN00012529,POL0009450,1,Trust,100,N
BEN00012530,POL0009451,1,Child,50,N
BEN00012531,POL0009451,2,Child,50,N
BEN00012532,POL0009452,1,Trust,100,N
BEN00012533,POL0009453,1,Spouse,100,N
BEN00012534,POL0009454,1,Spouse,40,Y
BEN00012535,POL0009454,2,Spouse,60,N
BEN00012536,POL0009455,1,Sibling,100,N
BEN00012537,POL0009456,1,Parent,100,N
BEN00012538,POL0009457,1,Spouse,100,N
BEN00012539,POL0009458,1,Spouse,100,N
BEN00012540,POL0009459,1,Spouse,40,N
BEN00012541,POL0009459,2,Spouse,60,N
BEN00012542,POL0009460,1,Spouse,100,N
BEN00012543,POL0009461,1,Child,100,N
BEN00012544,POL0009462,1,Trust,33,N
BEN00012545,POL0009462,2,Spouse,67,N
BEN00012546,POL0009463,1,Sibling,100,N
BEN00012547,POL0009464,1,Spouse,100,N
BEN00012548,POL0009465,1,Sibling,100,N
BEN00012549,POL0009466,1,Spouse,100,Y
BEN00012550,POL0009467,1,Spouse,100,N
BEN00012551,POL0009468,1,Spouse,100,N
