policy_id,application_id,customer_id,product_id,agent_id,issue_date,policy_status,face_amount,annual_premium,payment_frequency,risk_class,underwriting_path,owner_state,issue_age,smoker_status_at_issue,billing_method,replacement_indicator
POL0007377,APP0010397,CUST0006423,PRD_TERM20,AGT00399,2023-10-23,Active,1725000,4015.30,Monthly,Preferred Plus,Full Underwriting,ID,59,Never,ACH,N
POL0007378,APP0010398,CUST0004171,PRD_WL100,AGT00307,2023-11-10,Active,1000000,7950.72,Monthly,Preferred Plus,Accelerated,VT,35,Never,ACH,N
POL0007379,APP0010400,CUST0002478,PRD_WL100,AGT00571,2023-07-31,Active,850000,30897.02,Monthly,Standard Smoker,Full Underwriting,FL,46,Current,Credit Card,N
POL0007380,APP0010401,CUST0009373,PRD_TERM20,AGT00919,2025-06-13,Active,150000,437.78,Annual,Preferred,Full Underwriting,CA,60,Never,Direct Bill,N
POL0007381,APP0010402,CUST0005864,PRD_TERM30,AGT00161,2024-01-03,Active,575000,2132.52,Monthly,Standard,Full Underwriting,CO,55,Never,ACH,N
POL0007382,APP0010404,CUST0002603,PRD_TERM30,AGT00881,2025-04-26,Active,100000,363.98,Monthly,Standard Smoker,Full Underwriting,GA,18,Current,ACH,N
POL0007383,APP0010406,CUST0011060,PRD_WL100,AGT01156,2025-03-01,Active,850000,12085.44,Monthly,Preferred Plus,Accelerated,MA,56,Never,ACH,N
POL0007384,APP0010407,CUST0002940,PRD_IUL,AGT00071,2025-03-30,Active,175000,1240.30,Monthly,Preferred Plus,Simplified,NE,48,Never,Direct Bill,N
POL0007385,APP0010408,CUST0004651,PRD_TERM30,AGT00236,2025-04-14,Active,175000,536.20,Monthly,Preferred,Simplified,GA,54,Never,Credit Card,N
POL0007386,APP0010414,CUST0001598,PRD_FE,AGT00755,2024-12-15,Active,20000,827.67,Monthly,Preferred,Simplified,KY,68,Never,Credit Card,N
POL0007387,APP0010415,CUST0007254,PRD_TERM20,AGT01155,2025-08-24,Active,650000,2613.88,Annual,Table 2,Full Underwriting,FL,57,Never,ACH,N
POL0007388,APP0010416,CUST0009140,PRD_TERM20,AGT00851,2025-11-16,Active,200000,604.01,Monthly,Standard,Accelerated,WI,54,Never,Payroll Deduction,N
POL0007389,APP0010418,CUST0006838,PRD_TERM30,AGT01159,2023-09-24,Active,125000,281.77,Quarterly,Preferred Plus,Simplified,IL,46,Never,ACH,N
POL0007390,APP0010420,CUST0004593,PRD_TERM20,AGT01141,2024-06-27,Lapsed,150000,508.49,Monthly,Preferred,Full Underwriting,CT,63,Never,ACH,Y
POL0007391,APP0010421,CUST0012110,PRD_TERM30,AGT00328,2024-07-21,Active,575000,1076.56,Monthly,Preferred,Full Underwriting,KS,35,Never,ACH,N
POL0007392,APP0010425,CUST0012273,PRD_TERM20,AGT01142,2025-07-09,Active,200000,255.81,Monthly,Preferred,Simplified,NH,24,Former,Credit Card,N
POL0007393,APP0010426,CUST0010112,PRD_UL,AGT00023,2025-06-04,Active,100000,504.59,Quarterly,Preferred,Full Underwriting,KS,29,Never,Credit Card,N
POL0007394,APP0010427,CUST0006530,PRD_TERM30,AGT00603,2025-07-02,Active,275000,416.53,Monthly,Preferred Plus,Accelerated,WY,31,Never,Credit Card,Y
POL0007395,APP0010428,CUST0006176,PRD_TERM20,AGT00755,2023-06-25,Active,425000,615.00,Monthly,Preferred,Simplified,TN,36,Former,Credit Card,N
POL0007396,APP0010429,CUST0012260,PRD_TERM30,AGT01117,2023-09-03,Active,275000,545.83,Annual,Standard,Full Underwriting,MS,30,Never,ACH,N
POL0007397,APP0010430,CUST0004047,PRD_TERM30,AGT01157,2025-04-29,Active,1725000,4121.50,Monthly,Preferred,Full Underwriting,KY,48,Never,ACH,N
POL0007398,APP0010431,CUST0011435,PRD_TERM20,AGT01082,2023-07-04,Active,550000,565.50,Quarterly,Standard,Accelerated,MS,18,Never,ACH,N
POL0007399,APP0010433,CUST0005096,PRD_UL,AGT00950,2024-12-24,Active,200000,1253.50,Annual,Preferred,Full Underwriting,MO,42,Never,ACH,N
POL0007400,APP0010435,CUST0002404,PRD_TERM20,AGT00906,2023-12-22,Active,125000,256.26,Annual,Preferred,Accelerated,IL,44,Never,Credit Card,N
POL0007401,APP0010436,CUST0004462,PRD_TERM30,AGT01044,2024-01-07,Active,550000,1332.63,Monthly,Preferred Plus,Full Underwriting,SC,51,Never,Credit Card,N
POL0007402,APP0010437,CUST0009662,PRD_IUL,AGT00755,2024-02-14,Active,650000,6733.27,Monthly,Standard,Accelerated,MO,51,Never,ACH,N
POL0007403,APP0010438,CUST0007805,PRD_UL,AGT00409,2025-05-21,Active,850000,4976.45,Monthly,Preferred Plus,Accelerated,HI,47,Never,Credit Card,N
POL0007404,APP0010439,CUST0005042,PRD_UL,AGT01142,2023-06-24,Active,125000,1129.18,Monthly,Preferred,Accelerated,NE,52,Never,Credit Card,N
POL0007405,APP0010440,CUST0001274,PRD_TERM30,AGT00103,2024-12-02,Active,1725000,4728.43,Annual,Preferred,Simplified,ID,53,Former,ACH,N
POL0007406,APP0010441,CUST0008416,PRD_TERM20,AGT00120,2023-11-27,Lapsed,150000,281.83,Quarterly,Preferred Plus,Full Underwriting,MA,45,Never,Direct Bill,N
POL0007407,APP0010442,CUST0000920,PRD_WL100,AGT00913,2024-03-18,Active,1000000,20031.13,Monthly,Preferred,Full Underwriting,AK,62,Never,ACH,N
POL0007408,APP0010443,CUST0006398,PRD_UL,AGT00279,2025-04-15,Active,275000,1110.80,Monthly,Preferred,Full Underwriting,MD,26,Never,Payroll Deduction,N
POL0007409,APP0010444,CUST0000730,PRD_TERM20,AGT00484,2025-03-26,Active,100000,229.10,Annual,Preferred,Full Underwriting,NE,44,Never,Payroll Deduction,N
POL0007410,APP0010448,CUST0009017,PRD_TERM20,AGT00882,2024-09-04,Active,150000,248.12,Monthly,Preferred,Accelerated,NH,36,Never,ACH,N
POL0007411,APP0010449,CUST0009270,PRD_UL,AGT00870,2023-09-09,Active,575000,4449.46,Quarterly,Preferred Plus,Simplified,ME,57,Never,Credit Card,N
POL0007412,APP0010451,CUST0012599,PRD_TERM10,AGT01115,2025-07-03,Active,50000,378.03,Annual,Standard Smoker,Full Underwriting,NC,65,Current,Direct Bill,N
POL0007413,APP0010453,CUST0008654,PRD_TERM20,AGT00613,2025-12-07,Active,125000,561.42,Monthly,Standard Smoker,Full Underwriting,MO,39,Current,Direct Bill,N
POL0007414,APP0010454,CUST0009029,PRD_IUL,AGT00456,2023-10-29,Active,425000,2122.88,Monthly,Preferred Plus,Full Underwriting,TX,33,Former,ACH,Y
POL0007415,APP0010455,CUST0009535,PRD_TERM20,AGT01149,2025-08-13,Active,175000,343.07,Monthly,Standard,Accelerated,HI,39,Never,Credit Card,N
POL0007416,APP0010458,CUST0010941,PRD_WL100,AGT00867,2025-02-27,Active,400000,9490.45,Monthly,Preferred,Accelerated,DC,71,Never,ACH,N
POL0007417,APP0010459,CUST0000871,PRD_TERM30,AGT00538,2023-03-11,Active,175000,509.84,Annual,Preferred,Simplified,RI,49,Former,ACH,N
POL0007418,APP0010460,CUST0000033,PRD_WL100,AGT00947,2024-10-09,Active,1000000,13221.69,Monthly,Preferred,Full Underwriting,MN,47,Never,Direct Bill,Y
POL0007419,APP0010462,CUST0012055,PRD_TERM20,AGT00400,2025-10-30,Active,1100000,3106.07,Monthly,Standard,Full Underwriting,SC,54,Former,ACH,N
POL0007420,APP0010463,CUST0004611,PRD_TERM20,AGT00915,2025-07-01,Active,650000,1244.98,Annual,Preferred Plus,Full Underwriting,PA,54,Never,Credit Card,N
POL0007421,APP0010464,CUST0004779,PRD_TERM10,AGT00003,2023-08-29,Active,1275000,741.14,Monthly,Preferred Plus,Full Underwriting,NC,19,Never,ACH,N
POL0007422,APP0010465,CUST0008972,PRD_FE,AGT00353,2024-09-29,Surrendered,50000,1565.94,Monthly,Preferred,Full Underwriting,VA,62,Never,ACH,N
POL0007423,APP0010466,CUST0011232,PRD_TERM20,AGT00527,2023-10-17,Active,300000,737.97,Semiannual,Preferred Plus,Simplified,NE,59,Never,ACH,N
POL0007424,APP0010467,CUST0011480,PRD_TERM20,AGT00784,2023-07-03,Active,300000,968.98,Monthly,Preferred,Simplified,FL,63,Never,Credit Card,N
POL0007425,APP0010468,CUST0001391,PRD_UL,AGT01129,2023-03-12,Active,650000,2902.74,Monthly,Preferred Plus,Full Underwriting,TX,37,Never,Direct Bill,N
POL0007426,APP0010469,CUST0008330,PRD_WL100,AGT00726,2025-04-12,Active,125000,1074.86,Monthly,Preferred,Full Underwriting,AL,33,Former,Credit Card,N
POL0007427,APP0010472,CUST0004268,PRD_TERM10,AGT00379,2025-10-03,Active,350000,570.95,Monthly,Preferred,Guaranteed Issue,WV,49,Never,ACH,N
POL0007428,APP0010475,CUST0009575,PRD_TERM20,AGT00467,2024-03-24,Active,1275000,1796.91,Monthly,Preferred,Full Underwriting,CT,37,Former,ACH,N
POL0007429,APP0010478,CUST0010745,PRD_TERM20,AGT01031,2023-11-15,Active,150000,406.61,Monthly,Preferred,Simplified,MT,57,Never,ACH,N
POL0007430,APP0010479,CUST0002523,PRD_TERM20,AGT00084,2025-05-02,Active,400000,963.52,Monthly,Standard,Accelerated,CO,47,Never,Payroll Deduction,N
POL0007431,APP0010480,CUST0008714,PRD_TERM20,AGT01024,2024-07-09,Active,100000,239.44,Monthly,Preferred,Full Underwriting,WI,46,Never,ACH,N
POL0007432,APP0010481,CUST0006689,PRD_WL100,AGT00612,2025-10-25,Active,75000,1482.69,Monthly,Standard,Full Underwriting,TN,58,Never,Direct Bill,N
POL0007433,APP0010482,CUST0009364,PRD_TERM30,AGT00507,2025-11-11,Active,1450000,3163.96,Monthly,Preferred Plus,Full Underwriting,NV,48,Never,ACH,N
POL0007434,APP0010483,CUST0006102,PRD_TERM30,AGT00087,2023-09-11,Active,550000,943.22,Monthly,Preferred Plus,Full Underwriting,GA,41,Never,ACH,N
POL0007435,APP0010484,CUST0002750,PRD_TERM10,AGT00610,2024-05-04,Active,425000,562.58,Monthly,Standard,Accelerated,CT,36,Never,ACH,Y
POL0007436,APP0010485,CUST0003534,PRD_TERM20,AGT00370,2025-02-07,Active,725000,1070.49,Monthly,Preferred,Accelerated,AZ,38,Never,Direct Bill,N
POL0007437,APP0010487,CUST0000032,PRD_TERM30,AGT00227,2023-10-09,Active,850000,1125.54,Monthly,Preferred Plus,Accelerated,PA,29,Former,ACH,N
POL0007438,APP0010488,CUST0007475,PRD_TERM20,AGT00671,2024-05-02,Active,1725000,4407.83,Annual,Preferred,Accelerated,KY,56,Former,ACH,N
POL0007439,APP0010489,CUST0001050,PRD_TERM20,AGT00200,2023-10-17,Active,850000,1150.99,Monthly,Preferred,Full Underwriting,CT,32,Former,ACH,N
POL0007440,APP0010490,CUST0004288,PRD_TERM20,AGT00135,2023-09-04,Active,1725000,6312.99,Semiannual,Table 2,Accelerated,VT,54,Former,Direct Bill,N
POL0007441,APP0010491,CUST0003070,PRD_TERM20,AGT00576,2023-03-20,Active,2000000,6801.53,Monthly,Standard,Full Underwriting,GA,61,Never,ACH,N
POL0007442,APP0010493,CUST0006806,PRD_UL,AGT01099,2025-06-01,Active,925000,11347.43,Quarterly,Standard,Full Underwriting,TN,62,Never,ACH,N
POL0007443,APP0010494,CUST0007559,PRD_WL100,AGT00001,2024-10-26,Active,1000000,7487.64,Quarterly,Standard,Full Underwriting,MT,21,Never,Direct Bill,N
POL0007444,APP0010495,CUST0000842,PRD_TERM10,AGT01123,2025-06-08,Active,825000,829.70,Annual,Preferred Plus,Full Underwriting,NC,39,Never,ACH,N
POL0007445,APP0010496,CUST0009421,PRD_TERM20,AGT00120,2024-04-12,Active,1400000,3219.00,Annual,Table 2,Full Underwriting,PA,34,Former,Credit Card,N
POL0007446,APP0010497,CUST0006927,PRD_TERM30,AGT00164,2024-12-05,Active,650000,1601.37,Annual,Standard,Full Underwriting,IL,43,Former,ACH,Y
POL0007447,APP0010498,CUST0009705,PRD_UL,AGT00572,2024-03-10,Active,850000,4841.43,Quarterly,Preferred Plus,Accelerated,NY,46,Former,ACH,N
POL0007448,APP0010499,CUST0004047,PRD_TERM20,AGT00707,2025-08-13,Active,175000,320.79,Quarterly,Preferred Plus,Simplified,KY,48,Never,ACH,N
POL0007449,APP0010500,CUST0001871,PRD_TERM20,AGT01090,2025-02-03,Active,350000,528.12,Semiannual,Preferred,Accelerated,TX,34,Never,ACH,N
POL0007450,APP0010501,CUST0000562,PRD_IUL,AGT00217,2023-12-18,Active,150000,1303.13,Monthly,Preferred,Full Underwriting,NM,46,Never,Credit Card,N
POL0007451,APP0010502,CUST0009097,PRD_UL,AGT00010,2024-09-09,Active,300000,2209.95,Monthly,Standard,Full Underwriting,HI,40,Never,Payroll Deduction,N
POL0007452,APP0010503,CUST0011721,PRD_IUL,AGT01170,2025-03-30,Active,400000,3303.16,Monthly,Preferred,Full Underwriting,OR,48,Never,Credit Card,N
POL0007453,APP0010505,CUST0008951,PRD_TERM20,AGT00210,2024-03-19,Active,1150000,5182.21,Annual,Standard Smoker,Full Underwriting,AK,39,Current,ACH,N
POL0007454,APP0010507,CUST0005449,PRD_TERM20,AGT00729,2025-08-07,Active,850000,4107.94,Monthly,Table 4,Simplified,GA,50,Former,Credit Card,N
POL0007455,APP0010508,CUST0002186,PRD_TERM20,AGT00087,2023-10-30,Active,1050000,1051.73,Monthly,Preferred,Guaranteed Issue,LA,24,Never,ACH,N
POL0007456,APP0010510,CUST0002517,PRD_WL100,AGT00092,2023-12-18,Active,125000,1539.16,Monthly,Standard,Accelerated,TN,41,Never,Direct Bill,N
POL0007457,APP0010511,CUST0009612,PRD_IUL,AGT00590,2024-02-10,Active,175000,4556.23,Annual,Standard Smoker,Full Underwriting,IA,49,Current,ACH,N
POL0007458,APP0010512,CUST0000332,PRD_UL,AGT00801,2023-10-02,Active,175000,6551.71,Monthly,Standard Smoker,Simplified,KY,67,Current,Direct Bill,N
POL0007459,APP0010513,CUST0007968,PRD_TERM20,AGT00238,2024-04-12,Active,100000,167.39,Monthly,Preferred,Full Underwriting,LA,29,Never,Direct Bill,N
POL0007460,APP0010514,CUST0004391,PRD_TERM20,AGT00333,2024-02-09,Lapsed,300000,331.64,Quarterly,Preferred Plus,Full Underwriting,VA,30,Never,Credit Card,N
POL0007461,APP0010515,CUST0006504,PRD_TERM10,AGT00552,2025-02-08,Active,200000,519.24,Monthly,Table 2,Simplified,DE,39,Current,ACH,N
POL0007462,APP0010516,CUST0001410,PRD_WL100,AGT00830,2025-03-03,Active,1000000,25302.29,Monthly,Standard,Accelerated,CO,68,Never,Payroll Deduction,N
POL0007463,APP0010517,CUST0011427,PRD_FE,AGT00700,2023-07-09,Lapsed,10000,346.83,Semiannual,Standard,Accelerated,WA,53,Never,ACH,N
POL0007464,APP0010519,CUST0002315,PRD_WL100,AGT00755,2025-09-27,Active,550000,5182.53,Monthly,Preferred Plus,Accelerated,FL,44,Never,ACH,N
POL0007465,APP0010521,CUST0004403,PRD_TERM30,AGT01063,2024-02-21,Active,1150000,1810.22,Monthly,Standard,Full Underwriting,NY,24,Never,Direct Bill,N
POL0007466,APP0010523,CUST0007459,PRD_TERM20,AGT00722,2023-06-17,Active,1450000,2437.40,Quarterly,Preferred Plus,Full Underwriting,IL,50,Never,ACH,N
POL0007467,APP0010524,CUST0004568,PRD_WL100,AGT00472,2025-09-09,Active,150000,4919.22,Monthly,Standard Smoker,Full Underwriting,FL,45,Current,Payroll Deduction,N
POL0007468,APP0010525,CUST0004073,PRD_TERM30,AGT01161,2025-02-14,Active,650000,1059.90,Quarterly,Preferred,Full Underwriting,TX,33,Never,ACH,N
POL0007469,APP0010527,CUST0000305,PRD_TERM10,AGT00415,2024-06-07,Active,850000,1484.37,Monthly,Standard,Accelerated,ID,45,Former,ACH,N
POL0007470,APP0010528,CUST0008138,PRD_IUL,AGT00157,2025-09-21,Active,350000,3231.15,Monthly,Preferred,Full Underwriting,ME,49,Never,ACH,N
POL0007471,APP0010531,CUST0000905,PRD_WL100,AGT00115,2024-09-08,Active,150000,3402.69,Monthly,Table 2,Accelerated,NC,48,Never,ACH,N
POL0007472,APP0010532,CUST0011480,PRD_WL100,AGT00896,2024-04-21,Active,575000,11861.95,Quarterly,Preferred,Full Underwriting,FL,63,Never,ACH,N
POL0007473,APP0010534,CUST0009332,PRD_FE,AGT01149,2025-05-17,Active,10000,946.33,Annual,Table 2,Simplified,MI,80,Never,Direct Bill,N
POL0007474,APP0010536,CUST0011267,PRD_WL100,AGT00557,2024-01-27,Active,1000000,9228.76,Monthly,Preferred,Full Underwriting,NJ,34,Never,ACH,N
POL0007475,APP0010537,CUST0011688,PRD_TERM10,AGT00838,2025-05-05,Active,75000,114.90,Monthly,Standard,Full Underwriting,ND,25,Never,ACH,N
POL0007476,APP0010538,CUST0012641,PRD_TERM20,AGT00995,2024-12-21,Active,1050000,1448.82,Monthly,Preferred,Full Underwriting,KY,36,Never,ACH,N
POL0007477,APP0010539,CUST0011928,PRD_IUL,AGT00140,2024-09-14,Active,825000,4994.13,Monthly,Preferred,Accelerated,IN,37,Never,Direct Bill,Y
POL0007478,APP0010540,CUST0005069,PRD_TERM20,AGT00945,2024-09-28,Active,850000,1866.52,Monthly,Preferred,Full Underwriting,ID,50,Never,Credit Card,N
POL0007479,APP0010541,CUST0001920,PRD_TERM30,AGT00674,2023-06-22,Active,575000,1283.64,Annual,Preferred Plus,Accelerated,NH,48,Never,Direct Bill,N
POL0007480,APP0010543,CUST0012388,PRD_WL100,AGT00858,2024-09-16,Active,550000,6984.26,Monthly,Standard,Full Underwriting,WV,40,Never,ACH,N
POL0007481,APP0010544,CUST0003165,PRD_TERM20,AGT00849,2024-05-19,Active,850000,851.68,Monthly,Preferred Plus,Full Underwriting,NC,27,Never,ACH,N
POL0007482,APP0010547,CUST0003506,PRD_TERM30,AGT00516,2023-09-11,Active,550000,1224.17,Monthly,Standard,Full Underwriting,TX,39,Never,Direct Bill,N
POL0007483,APP0010548,CUST0006506,PRD_TERM30,AGT00329,2025-02-28,Active,300000,522.95,Monthly,Preferred Plus,Full Underwriting,TX,37,Former,ACH,N
POL0007484,APP0010551,CUST0006819,PRD_TERM20,AGT00047,2025-05-16,Active,425000,407.58,Monthly,Preferred Plus,Full Underwriting,NY,23,Never,ACH,N
POL0007485,APP0010556,CUST0004304,PRD_TERM20,AGT00840,2023-12-08,Active,1100000,3192.21,Semiannual,Standard,Simplified,MN,55,Never,Credit Card,N
POL0007486,APP0010557,CUST0002908,PRD_WL100,AGT00949,2023-02-22,Surrendered,75000,3354.05,Monthly,Standard Smoker,Accelerated,KS,56,Current,Credit Card,N
POL0007487,APP0010558,CUST0007408,PRD_TERM20,AGT00462,2023-02-16,Active,425000,917.60,Monthly,Table 2,Full Underwriting,MT,28,Current,ACH,N
POL0007488,APP0010560,CUST0007285,PRD_TERM20,AGT01080,2025-03-04,Claim Closed,850000,2546.05,Monthly,Standard,Full Underwriting,FL,56,Former,Credit Card,N
POL0007489,APP0010561,CUST0000386,PRD_IUL,AGT00706,2024-12-11,Active,200000,2478.07,Annual,Standard,Accelerated,MI,57,Never,Direct Bill,N
POL0007490,APP0010562,CUST0006922,PRD_IUL,AGT00132,2024-08-13,Active,150000,740.73,Semiannual,Preferred Plus,Full Underwriting,NC,31,Never,Payroll Deduction,N
POL0007491,APP0010564,CUST0006127,PRD_TERM20,AGT00710,2025-02-13,Active,575000,1179.76,Monthly,Preferred,Full Underwriting,RI,50,Never,Payroll Deduction,N
POL0007492,APP0010565,CUST0007462,PRD_UL,AGT00489,2024-04-25,Active,150000,2400.88,Monthly,Standard,Simplified,MO,68,Never,ACH,N
POL0007493,APP0010566,CUST0002960,PRD_TERM20,AGT00163,2025-10-14,Active,200000,661.98,Monthly,Preferred,Simplified,TX,63,Never,ACH,N
POL0007494,APP0010567,CUST0005691,PRD_TERM30,AGT01113,2024-09-11,Active,1725000,3901.36,Quarterly,Preferred,Full Underwriting,NC,46,Never,Credit Card,N
POL0007495,APP0010568,CUST0010353,PRD_IUL,AGT00423,2023-08-02,Active,925000,13938.58,Annual,Table 2,Full Underwriting,WA,49,Never,ACH,N
POL0007496,APP0010569,CUST0002313,PRD_TERM30,AGT00993,2025-04-13,Active,1100000,2048.85,Monthly,Preferred Plus,Simplified,AL,45,Never,ACH,Y
POL0007497,APP0010570,CUST0010232,PRD_TERM20,AGT00716,2023-03-15,Active,850000,1488.13,Quarterly,Preferred Plus,Full Underwriting,UT,51,Never,ACH,N
POL0007498,APP0010572,CUST0001567,PRD_WL100,AGT00123,2024-08-18,Active,650000,6116.37,Monthly,Preferred Plus,Accelerated,MN,41,Never,ACH,Y
POL0007499,APP0010573,CUST0011255,PRD_TERM20,AGT01022,2023-11-25,Active,275000,580.79,Monthly,Standard,Accelerated,IN,41,Never,ACH,Y
POL0007500,APP0010575,CUST0010144,PRD_TERM10,AGT00855,2024-05-03,Active,150000,250.97,Monthly,Standard,Full Underwriting,CA,37,Never,ACH,N
POL0007501,APP0010576,CUST0004530,PRD_TERM10,AGT01127,2023-01-25,Active,725000,930.10,Monthly,Preferred Plus,Full Underwriting,FL,45,Never,Payroll Deduction,N
POL0007502,APP0010577,CUST0005498,PRD_WL100,AGT00290,2023-08-06,Active,1000000,11835.76,Monthly,Preferred,Accelerated,RI,46,Former,Credit Card,N
POL0007503,APP0010578,CUST0009294,PRD_TERM20,AGT00174,2025-10-20,Active,150000,158.45,Monthly,Preferred Plus,Full Underwriting,LA,18,Never,Direct Bill,N
POL0007504,APP0010581,CUST0012542,PRD_WL100,AGT01059,2023-12-10,Lapsed,650000,10886.05,Monthly,Standard Smoker,Accelerated,MT,18,Current,ACH,N
POL0007505,APP0010583,CUST0010365,PRD_TERM20,AGT01131,2024-10-04,Active,125000,250.56,Annual,Preferred,Full Underwriting,LA,43,Never,Credit Card,N
POL0007506,APP0010584,CUST0000244,PRD_TERM20,AGT00063,2024-11-03,Active,550000,1576.96,Annual,Standard,Simplified,ME,57,Never,Credit Card,Y
POL0007507,APP0010585,CUST0008089,PRD_IUL,AGT00703,2025-04-25,Active,2175000,23697.03,Annual,Standard,Full Underwriting,NY,50,Former,Payroll Deduction,N
POL0007508,APP0010586,CUST0010932,PRD_TERM20,AGT00075,2023-12-29,Active,275000,771.17,Annual,Standard,Accelerated,MA,55,Never,ACH,N
POL0007509,APP0010587,CUST0005208,PRD_TERM10,AGT00197,2025-12-22,Active,650000,714.18,Monthly,Standard,Simplified,FL,30,Never,Direct Bill,N
POL0007510,APP0010588,CUST0003491,PRD_UL,AGT00377,2025-06-22,Active,1450000,30117.86,Monthly,Standard Smoker,Accelerated,NC,49,Current,ACH,N
POL0007511,APP0010590,CUST0009520,PRD_IUL,AGT00673,2025-03-21,Active,700000,5905.27,Annual,Preferred,Accelerated,HI,46,Never,ACH,N
POL0007512,APP0010591,CUST0010160,PRD_TERM10,AGT01074,2023-12-22,Active,425000,1201.28,Monthly,Standard Smoker,Full Underwriting,CO,33,Current,ACH,N
POL0007513,APP0010592,CUST0009088,PRD_UL,AGT00646,2025-01-20,Active,650000,7552.48,Monthly,Table 2,Full Underwriting,FL,39,Current,ACH,Y
POL0007514,APP0010593,CUST0001765,PRD_WL100,AGT00909,2023-03-26,Active,1000000,12719.82,Quarterly,Preferred Plus,Full Underwriting,IN,55,Never,ACH,N
POL0007515,APP0010595,CUST0003081,PRD_TERM30,AGT00535,2025-08-15,Active,850000,2962.94,Monthly,Standard,Accelerated,SD,53,Former,ACH,N
POL0007516,APP0010596,CUST0001942,PRD_UL,AGT00859,2023-04-28,Active,650000,6406.27,Quarterly,Standard,Accelerated,MN,51,Former,Credit Card,N
POL0007517,APP0010597,CUST0006694,PRD_FE,AGT01181,2023-06-18,Active,40000,1210.52,Annual,Standard,Full Underwriting,OR,55,Never,ACH,N
POL0007518,APP0010598,CUST0011352,PRD_TERM10,AGT00301,2025-04-05,Active,1500000,2770.37,Monthly,Preferred,Full Underwriting,SD,53,Never,Credit Card,N
POL0007519,APP0010599,CUST0001204,PRD_WL100,AGT01054,2024-11-16,Active,300000,2927.68,Semiannual,Preferred Plus,Full Underwriting,UT,42,Never,Direct Bill,N
POL0007520,APP0010603,CUST0009609,PRD_TERM20,AGT00456,2024-07-31,Active,1800000,2490.12,Annual,Preferred Plus,Simplified,SC,40,Never,Credit Card,N
POL0007521,APP0010604,CUST0006338,PRD_WL100,AGT00152,2025-10-30,Active,75000,621.66,Monthly,Standard,Full Underwriting,GA,25,Former,ACH,N
POL0007522,APP0010605,CUST0003638,PRD_TERM20,AGT00542,2023-01-12,Active,125000,555.34,Annual,Table 2,Accelerated,NY,58,Never,Credit Card,N
POL0007523,APP0010608,CUST0011134,PRD_UL,AGT00494,2023-04-11,Active,850000,7524.31,Monthly,Preferred Plus,Accelerated,IL,59,Never,Direct Bill,N
POL0007524,APP0010612,CUST0007156,PRD_TERM20,AGT01073,2024-11-15,Active,400000,2992.17,Semiannual,Standard Smoker,Full Underwriting,CA,60,Current,Credit Card,Y
POL0007525,APP0010615,CUST0002619,PRD_WL100,AGT00608,2023-07-16,Active,1000000,8173.32,Monthly,Preferred Plus,Accelerated,MI,36,Never,Payroll Deduction,N
POL0007526,APP0010616,CUST0009222,PRD_UL,AGT00222,2025-08-13,Active,125000,1031.84,Semiannual,Preferred Plus,Full Underwriting,IN,55,Never,Payroll Deduction,N
POL0007527,APP0010617,CUST0007744,PRD_TERM30,AGT00902,2024-08-23,Active,825000,1996.29,Monthly,Preferred,Full Underwriting,IL,45,Never,Direct Bill,N
POL0007528,APP0010619,CUST0003129,PRD_WL100,AGT00559,2023-11-12,Active,425000,4606.75,Monthly,Preferred Plus,Full Underwriting,FL,49,Never,Direct Bill,N
POL0007529,APP0010621,CUST0006800,PRD_TERM20,AGT01176,2025-03-12,Active,400000,371.67,Monthly,Preferred,Accelerated,IN,18,Former,ACH,N
POL0007530,APP0010622,CUST0001747,PRD_IUL,AGT00625,2024-06-12,Active,1275000,10424.34,Monthly,Preferred,Full Underwriting,IA,45,Never,ACH,N
POL0007531,APP0010623,CUST0001828,PRD_TERM10,AGT00964,2025-01-08,Active,575000,826.05,Monthly,Standard,Accelerated,WY,37,Never,Direct Bill,N
POL0007532,APP0010625,CUST0004301,PRD_TERM20,AGT00090,2024-12-22,Active,150000,365.38,Annual,Preferred Plus,Simplified,GA,59,Never,ACH,N
POL0007533,APP0010627,CUST0001283,PRD_TERM20,AGT00682,2025-08-09,Active,125000,470.72,Annual,Standard Smoker,Accelerated,ME,29,Current,Credit Card,N
POL0007534,APP0010628,CUST0009993,PRD_TERM20,AGT00586,2025-11-06,Active,850000,2730.93,Annual,Preferred,Full Underwriting,CA,64,Never,Direct Bill,N
POL0007535,APP0010630,CUST0010741,PRD_TERM20,AGT00917,2024-09-05,Lapsed,650000,3615.07,Monthly,Table 4,Full Underwriting,NY,58,Never,ACH,N
POL0007536,APP0010631,CUST0008649,PRD_TERM20,AGT01175,2025-04-19,Active,550000,770.23,Annual,Standard,Simplified,TX,30,Never,ACH,Y
POL0007537,APP0010633,CUST0010312,PRD_WL100,AGT00258,2024-04-25,Active,425000,2262.16,Semiannual,Preferred Plus,Accelerated,CA,20,Never,ACH,N
POL0007538,APP0010634,CUST0000363,PRD_WL100,AGT01002,2025-04-04,Active,575000,41837.07,Annual,Standard Smoker,Full Underwriting,DE,74,Current,ACH,N
POL0007539,APP0010636,CUST0000016,PRD_TERM30,AGT00687,2023-09-19,Lapsed,575000,1005.64,Monthly,Standard,Accelerated,MO,30,Never,ACH,N
POL0007540,APP0010637,CUST0010560,PRD_TERM30,AGT00577,2024-12-05,Active,125000,327.23,Monthly,Preferred,Simplified,MA,46,Never,ACH,Y
