coverage_id,policy_id,coverage_type,coverage_amount,annual_rider_premium,coverage_status
COV00011728,POL0007421,Base Death Benefit,1275000,0.00,Active
COV00011729,POL0007422,Base Death Benefit,50000,0.00,Active
COV00011730,POL0007423,Base Death Benefit,300000,0.00,Active
COV00011731,POL0007424,Base Death Benefit,300000,0.00,Active
COV00011732,POL0007424,Waiver of Premium,0,77.52,Active
COV00011733,POL0007425,Base Death Benefit,650000,0.00,Active
COV00011734,POL0007426,Base Death Benefit,125000,0.00,Active
COV00011735,POL0007426,Waiver of Premium,0,85.99,Active
COV00011736,POL0007427,Base Death Benefit,350000,0.00,Active
COV00011737,POL0007428,Base Death Benefit,1275000,0.00,Active
COV00011738,POL0007428,Waiver of Premium,0,143.75,Active
COV00011739,POL0007429,Base Death Benefit,150000,0.00,Active
COV00011740,POL0007429,Waiver of Premium,0,32.53,Active
COV00011741,POL0007430,Base Death Benefit,400000,0.00,Active
COV00011742,POL0007430,Waiver of Premium,0,77.08,Active
COV00011743,POL0007431,Base Death Benefit,100000,0.00,Active
COV00011744,POL0007431,Waiver of Premium,0,19.16,Active
COV00011745,POL0007432,Base Death Benefit,75000,0.00,Active
COV00011746,POL0007433,Base Death Benefit,1450000,0.00,Active
COV00011747,POL0007433,Accidental Death Benefit,1450000,174.00,Active
COV00011748,POL0007434,Base Death Benefit,550000,0.00,Active
COV00011749,POL0007435,Base Death Benefit,425000,0.00,Active
COV00011750,POL0007436,Base Death Benefit,725000,0.00,Active
COV00011751,POL0007437,Base Death Benefit,850000,0.00,Active
COV00011752,POL0007437,Waiver of Premium,0,90.04,Active
COV00011753,POL0007438,Base Death Benefit,1725000,0.00,Active
COV00011754,POL0007439,Base Death Benefit,850000,0.00,Active
COV00011755,POL0007440,Base Death Benefit,1725000,0.00,Active
COV00011756,POL0007441,Base Death Benefit,2000000,0.00,Active
COV00011757,POL0007441,Waiver of Premium,0,280.00,Active
COV00011758,POL0007442,Base Death Benefit,925000,0.00,Active
COV00011759,POL0007442,Accidental Death Benefit,925000,111.00,Active
COV00011760,POL0007443,Base Death Benefit,1000000,0.00,Active
COV00011761,POL0007444,Base Death Benefit,825000,0.00,Active
COV00011762,POL0007445,Base Death Benefit,1400000,0.00,Active
COV00011763,POL0007445,Accidental Death Benefit,1400000,168.00,Active
COV00011764,POL0007446,Base Death Benefit,650000,0.00,Active
COV00011765,POL0007446,Accidental Death Benefit,650000,78.00,Active
COV00011766,POL0007447,Base Death Benefit,850000,0.00,Active
COV00011767,POL0007447,Waiver of Premium,0,280.00,Active
COV00011768,POL0007448,Base Death Benefit,175000,0.00,Active
COV00011769,POL0007448,Accidental Death Benefit,175000,21.00,Active
COV00011770,POL0007449,Base Death Benefit,350000,0.00,Active
COV00011771,POL0007449,Accidental Death Benefit,350000,42.00,Active
COV00011772,POL0007450,Base Death Benefit,150000,0.00,Active
COV00011773,POL0007451,Base Death Benefit,300000,0.00,Active
COV00011774,POL0007451,Waiver of Premium,0,176.80,Active
COV00011775,POL0007452,Base Death Benefit,400000,0.00,Active
COV00011776,POL0007453,Base Death Benefit,1150000,0.00,Active
COV00011777,POL0007453,Waiver of Premium,0,280.00,Active
COV00011778,POL0007454,Base Death Benefit,850000,0.00,Active
COV00011779,POL0007454,Accidental Death Benefit,850000,102.00,Active
COV00011780,POL0007455,Base Death Benefit,1050000,0.00,Active
COV00011781,POL0007455,Waiver of Premium,0,84.14,Active
COV00011782,POL0007455,Accidental Death Benefit,1050000,126.00,Active
COV00011783,POL0007456,Base Death Benefit,125000,0.00,Active
COV00011784,POL0007456,Waiver of Premium,0,123.13,Active
COV00011785,POL0007456,Accidental Death Benefit,125000,15.00,Active
COV00011786,POL0007457,Base Death Benefit,175000,0.00,Active
COV00011787,POL0007457,Waiver of Premium,0,280.00,Active
COV00011788,POL0007458,Base Death Benefit,175000,0.00,Active
COV00011789,POL0007459,Base Death Benefit,100000,0.00,Active
COV00011790,POL0007459,Waiver of Premium,0,13.39,Active
COV00011791,POL0007460,Base Death Benefit,300000,0.00,Active
COV00011792,POL0007460,Waiver of Premium,0,26.53,Active
COV00011793,POL0007461,Base Death Benefit,200000,0.00,Active
COV00011794,POL0007462,Base Death Benefit,1000000,0.00,Active
COV00011795,POL0007463,Base Death Benefit,10000,0.00,Active
COV00011796,POL0007464,Base Death Benefit,550000,0.00,Active
COV00011797,POL0007464,Accidental Death Benefit,550000,66.00,Active
COV00011798,POL0007465,Base Death Benefit,1150000,0.00,Active
COV00011799,POL0007465,Waiver of Premium,0,144.82,Active
COV00011800,POL0007466,Base Death Benefit,1450000,0.00,Active
COV00011801,POL0007466,Waiver of Premium,0,194.99,Active
COV00011802,POL0007467,Base Death Benefit,150000,0.00,Active
COV00011803,POL0007467,Waiver of Premium,0,280.00,Active
COV00011804,POL0007468,Base Death Benefit,650000,0.00,Active
COV00011805,POL0007469,Base Death Benefit,850000,0.00,Active
COV00011806,POL0007469,Accidental Death Benefit,850000,102.00,Active
COV00011807,POL0007470,Base Death Benefit,350000,0.00,Active
COV00011808,POL0007470,Chronic Illness Rider,0,323.12,Active
COV00011809,POL0007471,Base Death Benefit,150000,0.00,Active
COV00011810,POL0007472,Base Death Benefit,575000,0.00,Active
COV00011811,POL0007473,Base Death Benefit,10000,0.00,Active
COV00011812,POL0007474,Base Death Benefit,1000000,0.00,Active
COV00011813,POL0007475,Base Death Benefit,75000,0.00,Active
COV00011814,POL0007476,Base Death Benefit,1050000,0.00,Active
COV00011815,POL0007477,Base Death Benefit,825000,0.00,Active
COV00011816,POL0007477,Waiver of Premium,0,280.00,Active
COV00011817,POL0007478,Base Death Benefit,850000,0.00,Active
COV00011818,POL0007479,Base Death Benefit,575000,0.00,Active
COV00011819,POL0007479,Waiver of Premium,0,102.69,Active
COV00011820,POL0007480,Base Death Benefit,550000,0.00,Active
COV00011821,POL0007480,Waiver of Premium,0,280.00,Active
COV00011822,POL0007481,Base Death Benefit,850000,0.00,Active
COV00011823,POL0007482,Base Death Benefit,550000,0.00,Active
COV00011824,POL0007483,Base Death Benefit,300000,0.00,Active
COV00011825,POL0007484,Base Death Benefit,425000,0.00,Active
COV00011826,POL0007485,Base Death Benefit,1100000,0.00,Active
COV00011827,POL0007486,Base Death Benefit,75000,0.00,Active
COV00011828,POL0007486,Accidental Death Benefit,75000,9.00,Active
COV00011829,POL0007487,Base Death Benefit,425000,0.00,Active
COV00011830,POL0007488,Base Death Benefit,850000,0.00,Active
COV00011831,POL0007489,Base Death Benefit,200000,0.00,Active
COV00011832,POL0007490,Base Death Benefit,150000,0.00,Active
COV00011833,POL0007490,Accidental Death Benefit,150000,18.00,Active
COV00011834,POL0007491,Base Death Benefit,575000,0.00,Active
COV00011835,POL0007491,Accidental Death Benefit,575000,69.00,Active
COV00011836,POL0007492,Base Death Benefit,150000,0.00,Active
COV00011837,POL0007493,Base Death Benefit,200000,0.00,Active
COV00011838,POL0007493,Waiver of Premium,0,52.96,Active
COV00011839,POL0007494,Base Death Benefit,1725000,0.00,Active
COV00011840,POL0007494,Waiver of Premium,0,280.00,Active
COV00011841,POL0007495,Base Death Benefit,925000,0.00,Active
COV00011842,POL0007496,Base Death Benefit,1100000,0.00,Active
COV00011843,POL0007497,Base Death Benefit,850000,0.00,Active
COV00011844,POL0007497,Waiver of Premium,0,119.05,Active
COV00011845,POL0007498,Base Death Benefit,650000,0.00,Active
COV00011846,POL0007498,Waiver of Premium,0,280.00,Active
COV00011847,POL0007498,Chronic Illness Rider,0,520.00,Active
COV00011848,POL0007498,Accidental Death Benefit,650000,78.00,Active
COV00011849,POL0007499,Base Death Benefit,275000,0.00,Active
COV00011850,POL0007499,Waiver of Premium,0,46.46,Active
COV00011851,POL0007500,Base Death Benefit,150000,0.00,Active
COV00011852,POL0007500,Accidental Death Benefit,150000,18.00,Active
COV00011853,POL0007501,Base Death Benefit,725000,0.00,Active
COV00011854,POL0007501,Waiver of Premium,0,74.41,Active
COV00011855,POL0007502,Base Death Benefit,1000000,0.00,Active
COV00011856,POL0007502,Waiver of Premium,0,280.00,Active
COV00011857,POL0007502,Accidental Death Benefit,1000000,120.00,Active
COV00011858,POL0007503,Base Death Benefit,150000,0.00,Active
COV00011859,POL0007504,Base Death Benefit,650000,0.00,Active
COV00011860,POL0007504,Waiver of Premium,0,280.00,Active
COV00011861,POL0007505,Base Death Benefit,125000,0.00,Active
COV00011862,POL0007505,Waiver of Premium,0,20.04,Active
COV00011863,POL0007505,Accidental Death Benefit,125000,15.00,Active
COV00011864,POL0007506,Base Death Benefit,550000,0.00,Active
COV00011865,POL0007507,Base Death Benefit,2175000,0.00,Active
COV00011866,POL0007507,Waiver of Premium,0,280.00,Active
COV00011867,POL0007508,Base Death Benefit,275000,0.00,Active
COV00011868,POL0007508,Accidental Death Benefit,275000,33.00,Active
COV00011869,POL0007509,Base Death Benefit,650000,0.00,Active
COV00011870,POL0007510,Base Death Benefit,1450000,0.00,Active
COV00011871,POL0007510,Waiver of Premium,0,280.00,Active
COV00011872,POL0007511,Base Death Benefit,700000,0.00,Active
COV00011873,POL0007512,Base Death Benefit,425000,0.00,Active
COV00011874,POL0007512,Waiver of Premium,0,96.10,Active
COV00011875,POL0007513,Base Death Benefit,650000,0.00,Active
COV00011876,POL0007513,Waiver of Premium,0,280.00,Active
COV00011877,POL0007514,Base Death Benefit,1000000,0.00,Active
COV00011878,POL0007515,Base Death Benefit,850000,0.00,Active
COV00011879,POL0007516,Base Death Benefit,650000,0.00,Active
COV00011880,POL0007516,Waiver of Premium,0,280.00,Active
COV00011881,POL0007517,Base Death Benefit,40000,0.00,Active
COV00011882,POL0007518,Base Death Benefit,1500000,0.00,Active
COV00011883,POL0007518,Waiver of Premium,0,221.63,Active
COV00011884,POL0007519,Base Death Benefit,300000,0.00,Active
COV00011885,POL0007519,Waiver of Premium,0,234.21,Active
COV00011886,POL0007520,Base Death Benefit,1800000,0.00,Active
COV00011887,POL0007520,Waiver of Premium,0,199.21,Active
COV00011888,POL0007521,Base Death Benefit,75000,0.00,Active
COV00011889,POL0007522,Base Death Benefit,125000,0.00,Active
COV00011890,POL0007522,Waiver of Premium,0,44.43,Active
COV00011891,POL0007523,Base Death Benefit,850000,0.00,Active
COV00011892,POL0007523,Waiver of Premium,0,280.00,Active
COV00011893,POL0007524,Base Death Benefit,400000,0.00,Active
COV00011894,POL0007524,Waiver of Premium,0,239.37,Active
COV00011895,POL0007525,Base Death Benefit,1000000,0.00,Active
COV00011896,POL0007525,Waiver of Premium,0,280.00,Active
COV00011897,POL0007526,Base Death Benefit,125000,0.00,Active
COV00011898,POL0007527,Base Death Benefit,825000,0.00,Active
COV00011899,POL0007527,Accidental Death Benefit,825000,99.00,Active
COV00011900,POL0007528,Base Death Benefit,425000,0.00,Active
COV00011901,POL0007528,Waiver of Premium,0,280.00,Active
COV00011902,POL0007529,Base Death Benefit,400000,0.00,Active
COV00011903,POL0007529,Waiver of Premium,0,29.73,Active
COV00011904,POL0007529,Accidental Death Benefit,400000,48.00,Active
COV00011905,POL0007530,Base Death Benefit,1275000,0.00,Active
COV00011906,POL0007531,Base Death Benefit,575000,0.00,Active
COV00011907,POL0007532,Base Death Benefit,150000,0.00,Active
COV00011908,POL0007533,Base Death Benefit,125000,0.00,Active
COV00011909,POL0007533,Accidental Death Benefit,125000,15.00,Active
COV00011910,POL0007534,Base Death Benefit,850000,0.00,Active
COV00011911,POL0007535,Base Death Benefit,650000,0.00,Active
COV00011912,POL0007535,Accidental Death Benefit,650000,78.00,Active
COV00011913,POL0007536,Base Death Benefit,550000,0.00,Active
COV00011914,POL0007537,Base Death Benefit,425000,0.00,Active
COV00011915,POL0007537,Waiver of Premium,0,180.97,Active
COV00011916,POL0007537,Chronic Illness Rider,0,226.22,Active
COV00011917,POL0007537,Accidental Death Benefit,425000,51.00,Active
COV00011918,POL0007538,Base Death Benefit,575000,0.00,Active
COV00011919,POL0007539,Base Death Benefit,575000,0.00,Active
COV00011920,POL0007539,Waiver of Premium,0,80.45,Active
COV00011921,POL0007540,Base Death Benefit,125000,0.00,Active
COV00011922,POL0007540,Waiver of Premium,0,26.18,Active
COV00011923,POL0007540,Accidental Death Benefit,125000,15.00,Active
COV00011924,POL0007541,Base Death Benefit,1000000,0.00,Active
COV00011925,POL0007542,Base Death Benefit,150000,0.00,Active
COV00011926,POL0007542,Waiver of Premium,0,85.98,Active
COV00011927,POL0007542,Chronic Illness Rider,0,107.47,Active
COV00011928,POL0007543,Base Death Benefit,2900000,0.00,Active
COV00011929,POL0007543,Chronic Illness Rider,0,520.00,Active
COV00011930,POL0007544,Base Death Benefit,200000,0.00,Active
COV00011931,POL0007544,Waiver of Premium,0,17.01,Active
COV00011932,POL0007545,Base Death Benefit,20000,0.00,Active
COV00011933,POL0007545,Accidental Death Benefit,20000,2.40,Active
COV00011934,POL0007546,Base Death Benefit,175000,0.00,Active
COV00011935,POL0007546,Waiver of Premium,0,27.56,Active
COV00011936,POL0007546,Accidental Death Benefit,175000,21.00,Active
COV00011937,POL0007547,Base Death Benefit,100000,0.00,Active
COV00011938,POL0007548,Base Death Benefit,1850000,0.00,Active
COV00011939,POL0007548,Accidental Death Benefit,1850000,220.00,Active
COV00011940,POL0007549,Base Death Benefit,150000,0.00,Active
COV00011941,POL0007549,Accidental Death Benefit,150000,18.00,Active
COV00011942,POL0007550,Base Death Benefit,75000,0.00,Active
COV00011943,POL0007551,Base Death Benefit,125000,0.00,Active
COV00011944,POL0007552,Base Death Benefit,400000,0.00,Active
COV00011945,POL0007552,Waiver of Premium,0,280.00,Active
COV00011946,POL0007553,Base Death Benefit,100000,0.00,Active
COV00011947,POL0007554,Base Death Benefit,100000,0.00,Active
COV00011948,POL0007555,Base Death Benefit,650000,0.00,Active
COV00011949,POL0007555,Waiver of Premium,0,52.77,Active
COV00011950,POL0007556,Base Death Benefit,125000,0.00,Active
COV00011951,POL0007556,Waiver of Premium,0,147.02,Active
COV00011952,POL0007557,Base Death Benefit,30000,0.00,Active
COV00011953,POL0007558,Base Death Benefit,50000,0.00,Active
COV00011954,POL0007559,Base Death Benefit,100000,0.00,Active
COV00011955,POL0007559,Accidental Death Benefit,100000,12.00,Active
COV00011956,POL0007560,Base Death Benefit,100000,0.00,Active
COV00011957,POL0007561,Base Death Benefit,25000,0.00,Active
COV00011958,POL0007561,Accidental Death Benefit,25000,3.00,Active
COV00011959,POL0007562,Base Death Benefit,1400000,0.00,Active
COV00011960,POL0007562,Waiver of Premium,0,280.00,Active
COV00011961,POL0007563,Base Death Benefit,850000,0.00,Active
COV00011962,POL0007563,Accidental Death Benefit,850000,102.00,Active
COV00011963,POL0007564,Base Death Benefit,1700000,0.00,Active
COV00011964,POL0007564,Chronic Illness Rider,0,520.00,Active
COV00011965,POL0007565,Base Death Benefit,2000000,0.00,Active
COV00011966,POL0007565,Accidental Death Benefit,2000000,220.00,Active
COV00011967,POL0007566,Base Death Benefit,300000,0.00,Active
COV00011968,POL0007567,Base Death Benefit,850000,0.00,Active
COV00011969,POL0007568,Base Death Benefit,725000,0.00,Active
COV00011970,POL0007568,Waiver of Premium,0,87.94,Active
COV00011971,POL0007569,Base Death Benefit,425000,0.00,Active
COV00011972,POL0007570,Base Death Benefit,125000,0.00,Active
COV00011973,POL0007571,Base Death Benefit,575000,0.00,Active
COV00011974,POL0007571,Waiver of Premium,0,279.64,Active
COV00011975,POL0007572,Base Death Benefit,125000,0.00,Active
COV00011976,POL0007573,Base Death Benefit,575000,0.00,Active
COV00011977,POL0007573,Accidental Death Benefit,575000,69.00,Active
COV00011978,POL0007574,Base Death Benefit,100000,0.00,Active
COV00011979,POL0007575,Base Death Benefit,575000,0.00,Active
COV00011980,POL0007576,Base Death Benefit,100000,0.00,Active
COV00011981,POL0007576,Waiver of Premium,0,13.43,Active
COV00011982,POL0007577,Base Death Benefit,100000,0.00,Active
COV00011983,POL0007577,Accidental Death Benefit,100000,12.00,Active
COV00011984,POL0007578,Base Death Benefit,1450000,0.00,Active
COV00011985,POL0007578,Chronic Illness Rider,0,520.00,Active
COV00011986,POL0007579,Base Death Benefit,850000,0.00,Active
COV00011987,POL0007580,Base Death Benefit,850000,0.00,Active
COV00011988,POL0007580,Waiver of Premium,0,147.54,Active
COV00011989,POL0007581,Base Death Benefit,100000,0.00,Active
COV00011990,POL0007581,Waiver of Premium,0,20.03,Active
COV00011991,POL0007582,Base Death Benefit,125000,0.00,Active
COV00011992,POL0007583,Base Death Benefit,50000,0.00,Active
COV00011993,POL0007584,Base Death Benefit,125000,0.00,Active
COV00011994,POL0007585,Base Death Benefit,100000,0.00,Active
COV00011995,POL0007586,Base Death Benefit,2500000,0.00,Active
COV00011996,POL0007586,Waiver of Premium,0,257.37,Active
COV00011997,POL0007587,Base Death Benefit,1150000,0.00,Active
COV00011998,POL0007588,Base Death Benefit,850000,0.00,Active
COV00011999,POL0007589,Base Death Benefit,1450000,0.00,Active
COV00012000,POL0007589,Accidental Death Benefit,1450000,174.00,Active
COV00012001,POL0007590,Base Death Benefit,925000,0.00,Active
COV00012002,POL0007590,Waiver of Premium,0,127.32,Active
COV00012003,POL0007591,Base Death Benefit,125000,0.00,Active
COV00012004,POL0007592,Base Death Benefit,300000,0.00,Active
COV00012005,POL0007593,Base Death Benefit,100000,0.00,Active
COV00012006,POL0007593,Accidental Death Benefit,100000,12.00,Active
COV00012007,POL0007594,Base Death Benefit,1100000,0.00,Active
COV00012008,POL0007594,Waiver of Premium,0,129.88,Active
COV00012009,POL0007595,Base Death Benefit,225000,0.00,Active
COV00012010,POL0007596,Base Death Benefit,650000,0.00,Active
COV00012011,POL0007596,Accidental Death Benefit,650000,78.00,Active
COV00012012,POL0007597,Base Death Benefit,125000,0.00,Active
COV00012013,POL0007597,Waiver of Premium,0,193.35,Active
COV00012014,POL0007597,Chronic Illness Rider,0,241.69,Active
COV00012015,POL0007598,Base Death Benefit,850000,0.00,Active
COV00012016,POL0007599,Base Death Benefit,75000,0.00,Active
COV00012017,POL0007600,Base Death Benefit,200000,0.00,Active
COV00012018,POL0007601,Base Death Benefit,575000,0.00,Active
COV00012019,POL0007601,Waiver of Premium,0,212.40,Active
COV00012020,POL0007602,Base Death Benefit,75000,0.00,Active
COV00012021,POL0007603,Base Death Benefit,125000,0.00,Active
COV00012022,POL0007603,Waiver of Premium,0,73.38,Active
COV00012023,POL0007603,Accidental Death Benefit,125000,15.00,Active
COV00012024,POL0007604,Base Death Benefit,100000,0.00,Active
COV00012025,POL0007604,Waiver of Premium,0,12.02,Active
COV00012026,POL0007605,Base Death Benefit,225000,0.00,Active
COV00012027,POL0007605,Accidental Death Benefit,225000,27.00,Active
COV00012028,POL0007606,Base Death Benefit,300000,0.00,Active
COV00012029,POL0007607,Base Death Benefit,650000,0.00,Active
COV00012030,POL0007608,Base Death Benefit,175000,0.00,Active
COV00012031,POL0007608,Waiver of Premium,0,37.36,Active
COV00012032,POL0007608,Accidental Death Benefit,175000,21.00,Active
COV00012033,POL0007609,Base Death Benefit,125000,0.00,Active
COV00012034,POL0007610,Base Death Benefit,100000,0.00,Active
COV00012035,POL0007610,Waiver of Premium,0,22.58,Active
COV00012036,POL0007611,Base Death Benefit,50000,0.00,Active
COV00012037,POL0007611,Chronic Illness Rider,0,41.56,Active
COV00012038,POL0007612,Base Death Benefit,700000,0.00,Active
COV00012039,POL0007613,Base Death Benefit,850000,0.00,Active
COV00012040,POL0007614,Base Death Benefit,650000,0.00,Active
COV00012041,POL0007615,Base Death Benefit,1800000,0.00,Active
COV00012042,POL0007616,Base Death Benefit,1450000,0.00,Active
COV00012043,POL0007617,Base Death Benefit,350000,0.00,Active
COV00012044,POL0007617,Chronic Illness Rider,0,520.00,Active
COV00012045,POL0007618,Base Death Benefit,275000,0.00,Active
COV00012046,POL0007618,Accidental Death Benefit,275000,33.00,Active
COV00012047,POL0007619,Base Death Benefit,725000,0.00,Active
COV00012048,POL0007620,Base Death Benefit,100000,0.00,Active
COV00012049,POL0007620,Waiver of Premium,0,25.21,Active
COV00012050,POL0007621,Base Death Benefit,275000,0.00,Active
COV00012051,POL0007621,Waiver of Premium,0,38.21,Active
COV00012052,POL0007622,Base Death Benefit,1150000,0.00,Active
COV00012053,POL0007623,Base Death Benefit,425000,0.00,Active
COV00012054,POL0007623,Accidental Death Benefit,425000,51.00,Active
COV00012055,POL0007624,Base Death Benefit,75000,0.00,Active
COV00012056,POL0007625,Base Death Benefit,200000,0.00,Active
COV00012057,POL0007626,Base Death Benefit,850000,0.00,Active
COV00012058,POL0007627,Base Death Benefit,1400000,0.00,Active
COV00012059,POL0007627,Accidental Death Benefit,1400000,168.00,Active
COV00012060,POL0007628,Base Death Benefit,100000,0.00,Active
COV00012061,POL0007629,Base Death Benefit,125000,0.00,Active
COV00012062,POL0007629,Waiver of Premium,0,20.28,Active
COV00012063,POL0007629,Accidental Death Benefit,125000,15.00,Active
COV00012064,POL0007630,Base Death Benefit,125000,0.00,Active
COV00012065,POL0007630,Waiver of Premium,0,10.70,Active
COV00012066,POL0007631,Base Death Benefit,350000,0.00,Active
COV00012067,POL0007631,Waiver of Premium,0,193.21,Active
COV00012068,POL0007632,Base Death Benefit,30000,0.00,Active
COV00012069,POL0007633,Base Death Benefit,725000,0.00,Active
COV00012070,POL0007634,Base Death Benefit,1275000,0.00,Active
COV00012071,POL0007635,Base Death Benefit,200000,0.00,Active
COV00012072,POL0007635,Waiver of Premium,0,25.89,Active
COV00012073,POL0007636,Base Death Benefit,1100000,0.00,Active
COV00012074,POL0007637,Base Death Benefit,200000,0.00,Active
COV00012075,POL0007637,Waiver of Premium,0,123.64,Active
COV00012076,POL0007637,Chronic Illness Rider,0,154.55,Active
COV00012077,POL0007638,Base Death Benefit,550000,0.00,Active
COV00012078,POL0007638,Waiver of Premium,0,42.62,Active
COV00012079,POL0007638,Accidental Death Benefit,550000,66.00,Active
COV00012080,POL0007639,Base Death Benefit,200000,0.00,Active
COV00012081,POL0007639,Waiver of Premium,0,38.14,Active
COV00012082,POL0007640,Base Death Benefit,850000,0.00,Active
COV00012083,POL0007641,Base Death Benefit,1500000,0.00,Active
COV00012084,POL0007642,Base Death Benefit,650000,0.00,Active
COV00012085,POL0007642,Waiver of Premium,0,280.00,Active
COV00012086,POL0007643,Base Death Benefit,1150000,0.00,Active
COV00012087,POL0007644,Base Death Benefit,200000,0.00,Active
COV00012088,POL0007645,Base Death Benefit,400000,0.00,Active
COV00012089,POL0007645,Waiver of Premium,0,43.12,Active
COV00012090,POL0007646,Base Death Benefit,575000,0.00,Active
COV00012091,POL0007646,Accidental Death Benefit,575000,69.00,Active
COV00012092,POL0007647,Base Death Benefit,125000,0.00,Active
COV00012093,POL0007648,Base Death Benefit,300000,0.00,Active
COV00012094,POL0007649,Base Death Benefit,100000,0.00,Active
COV00012095,POL0007649,Waiver of Premium,0,10.42,Active
COV00012096,POL0007650,Base Death Benefit,25000,0.00,Active
COV00012097,POL0007651,Base Death Benefit,650000,0.00,Active
COV00012098,POL0007652,Base Death Benefit,650000,0.00,Active
COV00012099,POL0007652,Waiver of Premium,0,95.56,Active
COV00012100,POL0007653,Base Death Benefit,275000,0.00,Active
COV00012101,POL0007653,Waiver of Premium,0,95.84,Active
COV00012102,POL0007654,Base Death Benefit,275000,0.00,Active
COV00012103,POL0007654,Waiver of Premium,0,76.46,Active
COV00012104,POL0007655,Base Death Benefit,650000,0.00,Active
COV00012105,POL0007656,Base Death Benefit,125000,0.00,Active
COV00012106,POL0007656,Accidental Death Benefit,125000,15.00,Active
COV00012107,POL0007657,Base Death Benefit,425000,0.00,Active
COV00012108,POL0007657,Waiver of Premium,0,82.87,Active
COV00012109,POL0007657,Accidental Death Benefit,425000,51.00,Active
COV00012110,POL0007658,Base Death Benefit,175000,0.00,Active
COV00012111,POL0007659,Base Death Benefit,550000,0.00,Active
COV00012112,POL0007659,Waiver of Premium,0,280.00,Active
COV00012113,POL0007660,Base Death Benefit,100000,0.00,Active
COV00012114,POL0007660,Chronic Illness Rider,0,169.82,Active
COV00012115,POL0007661,Base Death Benefit,650000,0.00,Active
COV00012116,POL0007662,Base Death Benefit,1100000,0.00,Active
COV00012117,POL0007663,Base Death Benefit,175000,0.00,Active
COV00012118,POL0007664,Base Death Benefit,400000,0.00,Active
COV00012119,POL0007664,Waiver of Premium,0,170.55,Active
COV00012120,POL0007665,Base Death Benefit,575000,0.00,Active
COV00012121,POL0007665,Waiver of Premium,0,137.91,Active
COV00012122,POL0007665,Accidental Death Benefit,575000,69.00,Active
COV00012123,POL0007666,Base Death Benefit,425000,0.00,Active
COV00012124,POL0007667,Base Death Benefit,425000,0.00,Active
COV00012125,POL0007667,Waiver of Premium,0,190.33,Active
COV00012126,POL0007668,Base Death Benefit,1400000,0.00,Active
COV00012127,POL0007669,Base Death Benefit,2500000,0.00,Active
COV00012128,POL0007669,Waiver of Premium,0,280.00,Active
COV00012129,POL0007670,Base Death Benefit,450000,0.00,Active
COV00012130,POL0007670,Waiver of Premium,0,280.00,Active
COV00012131,POL0007671,Base Death Benefit,575000,0.00,Active
COV00012132,POL0007672,Base Death Benefit,150000,0.00,Active
COV00012133,POL0007672,Waiver of Premium,0,24.49,Active
COV00012134,POL0007673,Base Death Benefit,850000,0.00,Active
COV00012135,POL0007674,Base Death Benefit,650000,0.00,Active
COV00012136,POL0007674,Accidental Death Benefit,650000,78.00,Active
COV00012137,POL0007675,Base Death Benefit,650000,0.00,Active
COV00012138,POL0007675,Waiver of Premium,0,280.00,Active
COV00012139,POL0007675,Chronic Illness Rider,0,482.64,Active
COV00012140,POL0007676,Base Death Benefit,1150000,0.00,Active
COV00012141,POL0007677,Base Death Benefit,575000,0.00,Active
COV00012142,POL0007677,Waiver of Premium,0,99.98,Active
COV00012143,POL0007678,Base Death Benefit,225000,0.00,Active
COV00012144,POL0007679,Base Death Benefit,650000,0.00,Active
COV00012145,POL0007679,Waiver of Premium,0,267.32,Active
COV00012146,POL0007679,Accidental Death Benefit,650000,78.00,Active
COV00012147,POL0007680,Base Death Benefit,100000,0.00,Active
COV00012148,POL0007680,Accidental Death Benefit,100000,12.00,Active
COV00012149,POL0007681,Base Death Benefit,200000,0.00,Active
COV00012150,POL0007681,Accidental Death Benefit,200000,24.00,Active
COV00012151,POL0007682,Base Death Benefit,425000,0.00,Active
COV00012152,POL0007683,Base Death Benefit,200000,0.00,Active
COV00012153,POL0007684,Base Death Benefit,40000,0.00,Active
COV00012154,POL0007684,Accidental Death Benefit,40000,4.80,Active
COV00012155,POL0007685,Base Death Benefit,350000,0.00,Active
COV00012156,POL0007686,Base Death Benefit,125000,0.00,Active
COV00012157,POL0007687,Base Death Benefit,1700000,0.00,Active
COV00012158,POL0007687,Waiver of Premium,0,236.81,Active
COV00012159,POL0007688,Base Death Benefit,850000,0.00,Active
COV00012160,POL0007688,Waiver of Premium,0,280.00,Active
COV00012161,POL0007689,Base Death Benefit,125000,0.00,Active
COV00012162,POL0007690,Base Death Benefit,850000,0.00,Active
COV00012163,POL0007690,Waiver of Premium,0,280.00,Active
COV00012164,POL0007690,Accidental Death Benefit,850000,102.00,Active
COV00012165,POL0007691,Base Death Benefit,425000,0.00,Active
COV00012166,POL0007691,Waiver of Premium,0,75.78,Active
COV00012167,POL0007692,Base Death Benefit,825000,0.00,Active
COV00012168,POL0007693,Base Death Benefit,400000,0.00,Active
COV00012169,POL0007694,Base Death Benefit,1700000,0.00,Active
COV00012170,POL0007694,Waiver of Premium,0,212.32,Active
COV00012171,POL0007695,Base Death Benefit,575000,0.00,Active
COV00012172,POL0007696,Base Death Benefit,100000,0.00,Active
COV00012173,POL0007696,Accidental Death Benefit,100000,12.00,Active
COV00012174,POL0007697,Base Death Benefit,20000,0.00,Active
